answer,erroneous_line_number,error_type,explanation,filepath,index,question,wrong_answer
"Angela has 6+3*20=<<6+3*20=66>>66 plates.
Angela has 1/2*66=<<1/2*66=33>>33 cutlery.
Sharon wants to buy 1/2*20=<<1/2*20=10>>10 pots.
Sharon wants to buy 3*66-20=<<3*66-20=178>>178 plates.
Sharon wants to buy 2*33= <<2*33=66>>66 cutlery.
Sharon wants to buy a total of 10+178+66=<<10+178+66=254>>254 kitchen supplies.
#### 254",,conceptual,"conceptual error: The calculation for Sharon's plates incorrectly applies the operations. ""20 less than three times as many plates as Angela"" should be calculated as (3 * Angela's plates) - 20, not (Angela's plates - 20) * 3. So, it should be 3 * 66 - 20 = 198 - 20 = 178 plates.",yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json,1125,"Sharon wants to get kitchen supplies. She admired Angela's kitchen supplies which consist of 20 pots, 6 more than three times as many plates as the pots, and half as many cutlery as the plates. Sharon wants to buy half as many pots as Angela, 20 less than three times as many plates as Angela, and twice as much cutlery as Angela. What is the total number of kitchen supplies Sharon wants to buy?","Angela has 6+3*20=<<6+3*20=66>>66 plates.
Angela has 1/2*66=<<1/2*66=33>>33 cutlery.
Sharon wants to buy 1/2*20=<<1/2*20=10>>10 pots.
Sharon wants to buy (66-20)*3=<<46*3=138>>138 plates.
Sharon wants to buy 2*33= <<2*33=66>>66 cutlery.
Sharon wants to buy a total of 10+138+66=<<10+138+66=214>>214 kitchen supplies.
#### 214"
"Mike is using 40 blocks / 2 = <<40/2=20>>20 blocks of type B.
He uses in total 40 blocks + 20 blocks = <<40+20=60>>60 blocks of type A and B.
So he is going to use 150 blocks - 60 blocks = <<150-60=90>>90 blocks of other types.
#### 90",L1,conceptual,"misunderstanding of problem: The student misinterpreted ""half that many of type B"" to mean half of the total bricks (150), instead of half of the type A bricks (40).",yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json,1126,"Mike is building a bridge out of LEGO blocks. To be successful he needs at least 40 bricks of type A, and half that many of type B. In total, he needs to use 150 bricks. How many bricks of other types than mentioned is he going to use?","Mike is using 150 blocks / 2 = <<150/2=75>>75 blocks of type B.
He uses in total 40 blocks + 75 blocks = <<40+75=115>>115 blocks of type A and B.
So he is going to use 150 blocks - 115 blocks = <<150-115=35>>35 blocks of other types.
#### 35"
"First find the total number of items in the attic by dividing the number of useful items by the percentage of useful items: 8 items / .2 = <<8/.2=40>>40 items
Then multiply the total number of items by the percentage that are junk to find the number of junk items: 40 items * .7 = <<40*.7=28>>28 items
#### 28",L1,conceptual,"misunderstanding of percentages: The percentages (20% useful, 70% junk) refer to proportions of the *total* number of items, not to each other. The number of junk items cannot be found by taking a percentage difference of the useful items. The total number of items must first be calculated (8 / 0.2 = 40), and then the percentage of junk items applied to that total (40 * 0.7 = 28).",yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json,1127,"Mason is cleaning out all the junk in his attic. 20% of the items are useful, 10% are valuable heirlooms, and 70% are junk. If Marcus's attic has 8 useful items in it, how many junk items does it have?","First, find the difference in percentages: 70% - 20% = 50%.
Then, calculate 50% of the useful items: 0.50 * 8 = 4 junk items.
#### 4"
"There is 1 gilled mushroom for every 1 + 9 = <<1+9=10>>10 mushrooms.
Thus, there were 30 / 10 = <<30/10=3>>3 gilled mushrooms on the fallen log’s side.
#### 3",L1,conceptual,"incorrect interpretation of ratio: The problem states ""one growing for every nine spotted mushrooms that grow,"" which means for every 1 gilled mushroom, there are 9 spotted mushrooms, making a total of 1 + 9 = 10 mushrooms. Therefore, gilled mushrooms represent 1/10 of the total, not 1/9. The calculation should be 30 / (1 + 9) = 30 / 10 = 3.",yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json,1128,"A certain kind of wild mushroom has either spots or gills, but never both. Gilled mushrooms are rare, with only one growing for every nine spotted mushrooms that grow. A fallen log had 30 mushrooms growing on its side. How many gilled mushrooms were on the fallen log’s side?","There were 30 / 9 = <<30/9=3.33>>3.33 gilled mushrooms on the fallen log’s side.
#### 3.33"
"First find the size of the second bell: 50 pounds * 2 = <<50*2=100>>100 pounds
Then find the size of the third bell: 100 pounds * 4 = <<100*4=400>>400 pounds
Then add the amount of bronze used for each bell to find the total: 100 pounds + 400 pounds + 50 pounds = <<100+400+50=550>>550 pounds
#### 550",L3,conceptual,skipped step: The amount of bronze for the first bell (50 pounds) was not included in the final total calculation.,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json,1129,"Martin is casting three bells for the church's belfry. The first bell takes 50 pounds of bronze, the second bell is twice the size of the first bell, and the third bell is four times the size of the second bell. How much bronze does he need total?","First find the size of the second bell: 50 pounds * 2 = <<50*2=100>>100 pounds
Then find the size of the third bell: 100 pounds * 4 = <<100*4=400>>400 pounds
Then add the amount of bronze used for the second and third bell to find the total: 100 pounds + 400 pounds = <<100+400=500>>500 pounds
#### 500"
"Max can deliver a maximum of 35 * 7 = <<35*7=245>>245 packages in one week.
For two days Max has carried the maximum number of packages, which in total means 2 * 35 = <<2*35=70>>70 packages.
One day Max has carried only 1/7 of the maximum capacity, that is 1/7 * 35 = <<1/7*35=5>>5 packages.
On two other days, Max delivered only 4/5 * 35 = <<4/5*35=28>>28 packages.
That means, Max could deliver 245 - 28 - 5 - 70 - 50 = <<245-28-5-70-50=92>>92 more packages.
#### 92",L4,conceptual,"misinterpretation of problem statement: The phrase ""On the last two days, the sum of the packages transported was only fourth-fifth of the maximum daily performance"" means the total for those two days combined was (4/5) * 35 = 28 packages. The student incorrectly calculated this as if each of the two days was (4/5) * 35 packages, leading to 2 * 28 = 56 packages for those two days.",yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json,1130,"Max works for a delivery company as a courier. During one working day, he can deliver a maximum of 35 packages. One week, Max delivered the maximum number of packages, only twice. On two other days, Max unloaded a total of 50 packages, and on one day he unloaded only one-seventh of the maximum possible daily performance. On the last two days, the sum of the packages transported was only fourth-fifth of the maximum daily performance. How many more packages could Max deliver during that week, if he would work at maximum performance?","Max can deliver a maximum of 35 * 7 = <<35*7=245>>245 packages in one week.
For two days Max has carried the maximum number of packages, which in total means 2 * 35 = <<2*35=70>>70 packages.
One day Max has carried only 1/7 of the maximum capacity, that is 1/7 * 35 = <<1/7*35=5>>5 packages.
On the last two days, Max delivered 2 * (4/5 * 35) = 2 * 28 = <<2*28=56>>56 packages.
That means, Max could deliver 245 - 56 - 5 - 70 - 50 = <<245-56-5-70-50=64>>64 more packages.
#### 64"
"Juan pays 4*7 = <<4*7=28>>28 dollars for all four tire repairs.
Juan pays 0.50*4 = <<0.50*4=2>>2 dollars in sales tax for all four tire repairs.
Juan pays a total of 28+2 = <<28+2=30>>30 dollars.
#### 30",L2,conceptual,"misunderstanding of problem: The sales tax of 50 cents is per tire, not a flat fee for the entire repair. The sales tax should be 0.50 * 4 = $2.",yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json,1131,"Tire repair for each tire costs $7, plus another 50 cents for sales tax. If Juan needs all 4 tires repaired, how much is the final cost?","Juan pays 4*7 = <<4*7=28>>28 dollars for all four tire repairs.
Juan pays a total of 28 + 0.50 = <<28+0.50=28.50>>28.50 dollars.
#### 28.50"
"A quarter of the workers equals 852 * 25 / 100 = <<852*25/100=213>>213 workers.
There are now 852 + 213 = <<852+213=1065>>1065 employees in the factory.
#### 1065",L2,conceptual,misunderstanding of problem: The student calculated the number of *newly hired* workers but did not add them to the original number of employees to find the total number of employees now in the factory. The new total should be 852 + 213 = 1065.,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json,1132,"In a factory that employed 852 people, 25% more workers have just been hired. How many employees are there now in the factory?","A quarter of the workers equals 852 * 25 / 100 = <<852*25/100=213>>213 workers.
There are now <<213=213>>213 employees in the factory.
#### 213"
"He will need 300 ounces of water because 100 x 3 = <<100*3=300>>300
He will need 6 bottles because 300 / 50 = <<300/50=6>>6
This will cost $15 because 6 x 2.5 = <<6*2.5=15>>15
He has $20 because 2 x 10 = <<2*10=20>>20
He will get $5 in change because 20 - 15 = <<20-15=5>>5
#### 5",L4,conceptual,"incorrect operation: He has $20 because 2 x 10 = $20 (using multiplication to find the total value of the bills, not addition).",yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json,1133,"Marcus is having a water balloon party. He has 100 balloons. Each balloon holds 3 ounces of water. He can buy 50 ounces of water for $2.5 a bottle. If he walks into the store with 2 $10 bills, how much change will he have after he buys all the water he needs?","He will need 300 ounces of water because 100 x 3 = <<100*3=300>>300
He will need 6 bottles because 300 / 50 = <<300/50=6>>6
This will cost $15 because 6 x 2.5 = <<6*2.5=15>>15
He has $12 because 2 + 10 = <<2+10=12>>12
He will get $-3 in change because 12 - 15 = <<-3>>-3
#### -3"
"Since Henry has 30 more lollipops than Alison, he has 60+30= 90 lollipops.
Together, Alison and Henry have 90+60 = <<90+60=150>>150 lollipops.
Alison has half the number of lollipops that Diane has, meaning Diane has 2*60 = 120 lollipops.
Altogether, the three have 120+150 = <<120+150=270>>270 lollipops.
Since they eat 45 lollipops each day, they'll take 270/45=<<270/45=6>>6 days to finish all the lollipops.
#### 6",L3,conceptual,"misunderstanding of problem: The student incorrectly calculated Diane's lollipops. If Alison has half the number Diane has, then Diane has twice Alison's number (60 * 2 = 120), not half (60 / 2 = 30).",yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json,1134,"Henry has 30 more lollipops than Alison does. With 60 lollipops, Alisson has half the number of lollipops Diane has. If they combine the lollipops and eat 45 lollipops each day, calculate the total number of days it will take for them to finish the lollipops.","Since Henry has 30 more lollipops than Alison, he has 60+30= 90 lollipops.
Together, Alison and Henry have 90+60 = <<90+60=150>>150 lollipops.
Alison has half the number of lollipops that Diane has, meaning Diane has 60/2 = <<60/2=30>>30 lollipops.
Altogether, the three have 30+150 = <<30+150=180>>180 lollipops.
Since they eat 45 lollipops each day, they'll take 180/45=<<180/45=4>>4 days to finish all the lollipops.
#### 4"
"The cost of the books is 5 × $2 = $<<5*2=10>>10.
Reggie has $48 − $10 = $38 left.
#### 38",L2,conceptual,incorrect operation: Reggie has $48 - $10 = $38 left (using subtraction instead of addition to find the remaining money).,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json,1135,"Reggie's father gave him $48. Reggie bought 5 books, each of which cost $2. How much money does Reggie have left?","The cost of the books is 5 × $2 = $<<5*2=10>>10.
Reggie has $48 + $10 = $58 left.
#### 58"
"Each dog would eat 250 grams so 4 will would eat 4 x 250 grams = <<4*250=1000>>1000 grams of food per day.
1.000 grams is equal a 1 kilogram.
Emily is going on vacation for 14 days and with the 4 dogs together eating 1 kilogram of food per day, 14 days x 1 kg of food/day = <<14*1=14>>14 kg of food would be enough for two weeks.
#### 14",L2,conceptual,"incorrect unit conversion: 1000 grams is equal to 1 kilogram, not 10 kilograms.",yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json,1136,"Emily loves to have pets and for that reason, she has 4 dogs in her home. Each one eats 250 grams of food per day. She has to go on vacation for 14 days. How many kilograms of food should she buy for her 4 dogs so they don't starve while she is out?","Each dog would eat 250 grams so 4 will would eat 4 x 250 grams = <<4*250=1000>>1000 grams of food per day.
1.000 grams is equal to 10 kilograms.
Emily is going on vacation for 14 days and with the 4 dogs together eating 10 kilograms of food per day, 14 days x 10 kg of food/day = <<14*10=140>>140 kg of food would be enough for two weeks.
#### 140"
"Let x be the number of Oreos Jordan has
James has 7+4x Oreos
Total: 7+4x+x=52
5x+7=52
5x=45
x=<<9=9>>9
James has 7+4(9)=43 Oreos
#### 43",L7,conceptual,"misunderstanding of problem: The problem states ""7 more than 4 times the number of Oreos Jordan has"", which means 4x + 7. The student incorrectly subtracted 7 instead of adding 7 when calculating James's Oreos.",yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json,1137,"James has 7 more than 4 times the number of Oreos Jordan has.  If there are 52 Oreos total, how many does James have?","Let x be the number of Oreos Jordan has
James has 7+4x Oreos
Total: 7+4x+x=52
5x+7=52
5x=45
x=<<9=9>>9
James has 4(9) - 7 = <<36-7=29>>29 Oreos
#### 29"
"In one week he will have saved 20+10=<<20+10=30>>30 dollars
In two weeks he will have saved 30+10=<<30+10=40>>40 dollars
In three weeks he will have saved 40+10=<<40+10=50>>50 dollars
At the end of week four, he will have saved 50+10=<<50+10=60>>60 dollars
#### 60",L1,conceptual,"misunderstanding of problem: The question asks for the amount saved *in* the fourth week (which is the amount saved *at the end of* the month), not the cumulative total saved over the entire month. The amount saved in the fourth week is $50 + 10 = $60.",yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json,1138,"Jay has decided to save money from his paycheck every week. He has decided that he will increase the amount he saves each week by 10 dollars. If he started by saving 20 dollars this week, how much will he have saved in a month from now?","In one week he will have saved 20 dollars.
In two weeks he will have saved 20+10=<<20+10=30>>30 dollars.
In three weeks he will have saved 30+10=<<30+10=40>>40 dollars.
In four weeks he will have saved 40+10=<<40+10=50>>50 dollars.
Total saved in a month: 20 + 30 + 40 + 50 = <<20+30+40+50=140>>140 dollars.
#### 140"
"If there are 3 goldfish, and each is playing with ten red balls, then the number of red balls in the tank is 3*10=<<3*10=30>>30
There are also ten platyfish playing with 5 white balls, there are 10*5= <<10*5=50>>50 white balls.
The total number of red and white balls in the fish tank is 50+30 = <<50+30=80>>80
#### 80",L1,conceptual,"incorrect operation: The number of red balls should be calculated by multiplying the number of goldfish by the number of red balls per goldfish (3 * 10 = 30). Similarly, the number of white balls should be calculated by multiplying the number of platyfish by the number of white balls per platyfish (10 * 5 = 50). The student incorrectly used addition instead of multiplication.",yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json,1139,"There are three goldfish and ten platyfish in a fish tank. Each goldfish plays with ten red balls, while each platyfish plays with five white balls. What is the total number of balls in the fish tank?","If there are 3 goldfish, and each is playing with ten red balls, then the number of red balls in the tank is 3+10=<<3+10=13>>13
There are also ten platyfish playing with 5 white balls, there are 10+5= <<10+5=15>>15 white balls.
The total number of red and white balls in the fish tank is 13+15 = <<13+15=28>>28
#### 28"
"The team has won 40 x 70/100 = <<40*70/100=28>>28 games out of 40.
There a total of 40 + 10 = <<40+10=50>>50 games to be played.
The team has to win a total of is 50 x 60/100 = <<50*60/100=30>>30 games.
So, it still needs to win 30 - 28 = <<30-28=2>>2 more games.
Hence, they can still lose 10 - 2 = <<10-2=8>>8 games.
#### 8",L3,conceptual,"misunderstanding of problem: The student calculated 60% of the remaining 10 games instead of 60% of the total 50 games. The target win percentage (60%) applies to the *entire* season's games, not just the remaining ones.",yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json,1140,A basketball team played 40 games and won 70% of the games. It still had 10 games to play. How many games can they lose to win 60% of their games?,"The team has won 40 x 70/100 = <<40*70/100=28>>28 games out of 40.
There a total of 40 + 10 = <<40+10=50>>50 games to be played.
The team has to win 60% of the remaining 10 games, which is 10 x 60/100 = <<10*60/100=6>>6 games.
So, it still needs to win 6 more games.
Hence, they can still lose 10 - 6 = <<10-6=4>>4 games.
#### 4"
"There are 12/2 = <<12/2=6>>6 birds left.
There are 9-3= <<9-3=6>>6 puppies left.
There are 15 - 7 = <<15-7=8>>8 spiders left.
The pet store owner has 5+6 + 6 + 8 = <<5+6+6+8=25>>25 animals left
#### 25",L4,conceptual,skipped step: The number of cats (5) was not included in the final sum of animals remaining.,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json,1141,"A pet store owner had 12 birds, 9 puppies, 5 cats, and 15 spiders. Half the birds were sold and 3 puppies were adopted. Then, someone left the spider enclosure open and 7 of them went loose. How many animals does the pet store owner have left?","There are 12/2 = <<12/2=6>>6 birds left.
There are 9-3= <<9-3=6>>6 puppies left.
There are 15 - 7 = <<15-7=8>>8 spiders left.
The pet store owner has 6 + 6 + 8 = <<6+6+8=20>>20 animals left
#### 20"
"Let x be the number of shark sightings in Cape May
26=5+3x
21=3x
x=<<7=7>>7
#### 7",L2,conceptual,"misunderstanding of problem: The phrase ""5 more than triple the number"" was misinterpreted. It should be represented as 3x + 5, not 3(x+5).",yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json,1142,Daytona Beach has 26 shark sightings a year. Daytona Beach has 5 more than triple the number of shark sightings as Cape May. How many shark sightings are there in Cape May?,"Let x be the number of shark sightings in Cape May
26 = 3(x+5)
26 = 3x + 15
11 = 3x
x = 11/3
#### 11/3"
"When Kendra bought 2 toys, she paid 2*$20 = $<<2*20=40>>40
Since the price of a hat is $10, when Kendra bought 3 hats, she paid 3*$10 = $<<3*10=30>>30
The total costs for the hats and wooden toys Kendra bought is $40+$30 = $<<40+30=70>>70
From the $100 bill, Kendra received change worth $100-$70 =$<<100-70=30>>30
#### 30",L1,conceptual,"incorrect interpretation of quantities: The student swapped the number of toys and hats purchased. Kendra bought 2 wooden toys and 3 hats, not 3 wooden toys and 2 hats.",yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json,1143,"The price of buying a wooden toy at the new Craftee And Best store is $20, and the cost of buying a hat is $10. If Kendra went to the shop with a $100 bill and bought two wooden toys and three hats, calculate the change she received.","When Kendra bought 3 toys, she paid 3*$20 = $<<3*20=60>>60
Since the price of a hat is $10, when Kendra bought 2 hats, she paid 2*$10 = $<<2*10=20>>20
The total costs for the hats and wooden toys Kendra bought is $60+$20 = $<<60+20=80>>80
From the $100 bill, Kendra received change worth $100-$80 =$<<100-80=20>>20
#### 20"
"The oldest brother is 15 because 3 x 5 = <<3*5=15>>15
Michael is 8 because if 1 + (Michael's age - 1) x 2 = 15 then Michael's age = 8
Their combined age is 28 because 5 + 15 + 8 = <<5+15+8=28>>28
#### 28",L2,conceptual,"misunderstanding of problem: Michael's age was incorrectly calculated. The problem states ""twice Michael's age when Michael was a year younger"", which means 2 * (Michael's current age - 1), not 2 * Michael's current age. The correct calculation for Michael's age should be 1 + 2(M-1) = 15, leading to M=8.",yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json,1144,"Michael has two brothers. His oldest brother is 1 year older than twice Michael's age when Michael was a year younger. His younger brother is 5 years old, which is a third of the age of the older brother. What is their combined age?","The oldest brother is 15 because 3 x 5 = <<3*5=15>>15
Michael is 7 because if 1 + Michael's age x 2 = 15 then Michael's age = 7
Their combined age is 27 because 5 + 15 + 7 = <<5+15+7=27>>27
#### 27"
"Daria wants to buy tickets for four persons, so the cost will be 4 tickets * $90/ticket = $<<4*90=360>>360.
Daria currently has $189, so she needs $360 - $189 = $<<360-189=171>>171 more.
#### 171",L1,conceptual,"misunderstanding of problem: The student incorrectly calculated the number of tickets needed. Daria needs tickets for herself and three friends, totaling 4 tickets, not just 3 tickets for her friends.",yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json,1145,Daria wants to go to a concert by her favorite band. She wants to buy tickets for her and for three of her friends. One ticket cost is $90. How much money does Daria need to earn if she currently has only $189?,"Daria wants to buy tickets for three of her friends, so the cost will be 3 tickets * $90/ticket = $<<3*90=270>>270.
Daria currently has $189, so she needs $270 - $189 = $<<270-189=81>>81 more.
#### 81"
"20 tulip bulbs at $.50 each is 20*.50 $<<20*.50=10>>10.00
She planted half that amount of iris' so 20/2= <<20/2=10>>10 bulbs
10 iris bulbs at $.50 each is 10* .50 = $<<10*.50=5.00>>5.00
30 daffodil bulbs at $.50 each is 30*.50=$<<30*.50=15.00>>15.00
She planted three times that amount of crocus bulbs to 30*3 = <<30*3=90>>90 bulbs
90 crocus bulbs at $.50 = $<<90*.50=45.00>>45.00
All total, she earned 10+5+15+45 = $<<10+5+15+45=75.00>>75.00
#### 75",,conceptual,"incorrect operation: The student incorrectly added the cost per bulb ($.50) to the number of bulbs instead of multiplying them to find the total earnings for each type of bulb. For example, for tulip bulbs, it should be 20 * $.50 = $10.00, not 20 + $.50.",yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json,1146,Jane's mother agreed to pay her $.50 for every flower bulb that Jane planted.  Jane planted 20 tulip bulbs and half that amount of iris bulbs.  She also planted 30 daffodil bulbs and three times that amount of crocus bulbs.  How much money did Jane earn?,"20 tulip bulbs at $.50 each is 20 + .50 = $<<20+.50=20.50>>20.50
She planted half that amount of iris' so 20/2= <<20/2=10>>10 bulbs
10 iris bulbs at $.50 each is 10 + .50 = $<<10+.50=10.50>>10.50
30 daffodil bulbs at $.50 each is 30 + .50 = $<<30+.50=30.50>>30.50
She planted three times that amount of crocus bulbs to 30*3 = <<30*3=90>>90 bulbs
90 crocus bulbs at $.50 = 90 + .50 = $<<90+.50=90.50>>90.50
All total, she earned 20.50 + 10.50 + 30.50 + 90.50 = $<<20.50+10.50+30.50+90.50=152.00>>152.00
#### 152.00"
"The difference in cubic yards between the two cities is 9000-6400 = <<9000-6400=2600>>2600 cubic yards.
Since the number of people living in a city per cubic yard is 80, there are 80*2600 = 208000 more people living in a city with 9000 cubic yards than a city with 6400 cubic yards.
#### 208000",L2,conceptual,"incorrect operation: The number of people should be calculated by multiplying the difference in cubic yards by the people per cubic yard (2600 * 80 = 208000), not adding them.",yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json,1147,"In a city, the number of people living per cubic yard is 80. How many more people are in a city with 9000 cubic yards than a city with 6400 cubic yards?","The difference in cubic yards between the two cities is 9000-6400 = <<9000-6400=2600>>2600 cubic yards.
Since the number of people living in a city per cubic yard is 80, there are 80+2600 = <<80+2600=2680>>2680 more people living in a city with 9000 cubic yards than a city with 6400 cubic yards.
#### 2680"
"First find the number of tablespoons in a full cup: 8 tablespoons/half-cup * 2 half-cups/cup = <<8*2=16>>16 tablespoons
Then find the total number of teaspoons in a cup: 16 tablespoons/cup * 3 teaspoons/tablespoon = <<16*3=48>>48 teaspoons
Then find the number of grains of rice per teaspoon: 480 grains / 48 teaspoons = <<480/48=10>>10 grains/teaspoon
#### 10",L2,conceptual,incorrect operation: The total number of teaspoons in a cup should be 16 tablespoons/cup * 3 teaspoons/tablespoon = 48 teaspoons (using multiplication instead of addition).,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json,1148,"There are 480 grains of rice in one cup. If half a cup is 8 tablespoons and one tablespoon is 3 teaspoons, how many grains of rice are in a teaspoon?","First find the number of tablespoons in a full cup: 8 tablespoons/half-cup * 2 half-cups/cup = <<8*2=16>>16 tablespoons
Then find the total number of teaspoons in a cup: 16 tablespoons/cup + 3 teaspoons/tablespoon = <<16+3=19>>19 teaspoons
Then find the number of grains of rice per teaspoon: 480 grains / 19 teaspoons = <<480/19=25.26>>25.26 grains/teaspoon
#### 25.26"
"Twice the age of 6 is 6 x 2 = <<6*2=12>>12 years old.
At 12 years old, Mandy was reading books 5 x 8 = <<5*8=40>>40 pages long.
8 years later, Mandy was 12 + 8 = <<12+8=20>>20 years old.
At 20 years old, Mandy was reading books 3 x 40 = <<3*40=120>>120 pages long.
Presently, she reads books that are 120 x 4 = <<120*4=480>>480 pages long.
#### 480",,conceptual,"incorrect operation: At 12 years old, Mandy was reading books ""5 times longer"" (5 x 8 = 40 pages), not ""5 pages longer"" (5 + 8 = 13 pages). The student used addition instead of multiplication.",yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json,1149,"Mandy started reading books with only 8 pages when she was 6 years old. By the time she was twice that age, she was reading books 5 times longer, and 8 years later, she was reading books 3 times longer than that. Presently, she reads books that are 4 times the previous length. How many pages do the books she reads now have?","Twice the age of 6 is 6 x 2 = <<6*2=12>>12 years old.
At 12 years old, Mandy was reading books 5 + 8 = <<5+8=13>>13 pages long.
8 years later, Mandy was 12 + 8 = <<12+8=20>>20 years old.
At 20 years old, Mandy was reading books 3 x 13 = <<3*13=39>>39 pages long.
Presently, she reads books that are 39 x 4 = <<39*4=156>>156 pages long.
#### 156"
"The driver travels (3 hours * 30 mph) + (25 mph * 4 hours) = <<(3*30)+(25*4)=190>>190 miles per day
From Monday to Saturday he travels in total 190 miles/day * 6 days = <<190*6=1140>>1,140 miles in a week
#### 1140",L1,conceptual,skipped step: The total miles traveled in a week (Monday to Saturday) was not calculated by multiplying the daily distance by 6 days.,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json,1150,A driver travels 30 miles per hour for 3 hours and 25 miles per hour for 4 hours to deliver goods to a town every day from Monday to Saturday. How many miles does the driver travel in a week?,"The driver travels (3 hours * 30 mph) + (25 mph * 4 hours) = <<(3*30)+(25*4)=190>>190 miles per day.
#### 190"
"Pau ordered 5 x 2 = <<5*2=10>>10 fried chickens in total.
Therefore, Pau ate 10 x 2 = <<10*2=20>>20 pieces of fried chicken.
#### 20",L2,conceptual,"misinterpretation of problem: The phrase ""another set of fried chicken"" was misinterpreted as adding 5 pieces (Kobe's initial order) to Pau's total, instead of doubling Pau's initial order.",yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json,1151,"Kobe and Pau went to a restaurant. Kobe ordered five pieces of fried chicken, and Pau ordered twice as much fried chicken as Kobe did. If they order another set of fried chicken, how many pieces of fried chicken will Pau have eaten in all?","Pau ordered 5 x 2 = <<5*2=10>>10 fried chickens in total.
If they order another set of fried chicken (meaning 5 more pieces), Pau will have eaten 10 + 5 = <<10+5=15>>15 pieces of fried chicken.
#### 15"
"The school has 15 x 20 = <<15*20=300>>300 students right now.
They have an additional 5 x 20 = <<5*20=100>>100 students after adding 5 more classes.
Therefore, Texas Integrated School will have a total of 300+100= <<300+100=400>>400 students.
#### 400",L2,conceptual,misunderstanding of problem: The student incorrectly added the number of new classes (5) directly to the initial number of students (300) instead of calculating the number of students in those new classes (5 classes * 20 students/class = 100 students) and adding that to the initial total.,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json,1152,"Texas Integrated School has 15 classes and has 20 students per class.  They added five more classes, how many students will they have now?","The school has 15 x 20 = <<15*20=300>>300 students right now.
They added five more classes, so they will have a total of 300 + 5 = <<300+5=305>>305 students.
#### 305"
"He gets his pool cleaned 30/3=<<30/3=10>>10 times a month
Each time he gets it cleaned he tips 150*.1=$<<150*.1=15>>15
So he pays 150+15=$<<150+15=165>>165
So he pays 165*10=$<<165*10=1650>>1650 a month on cleaning
The chemicals cost 200*2=$<<200*2=400>>400
So in total, he pays 1650+400=$<<1650+400=2050>>2050
#### 2050",L2,conceptual,"incorrect operation: The tip should be calculated as 10% of $150, which is 150 * 0.1 = $15, not adding 10 directly to the cost.",yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json,1153,John gets his pool cleaned every 3 days.  It cost $150 each time and he gives the guy a 10% tip each time he comes to clean.  Then twice a month he needs to use $200 of chemicals.  How much does his pool cost a month?,"He gets his pool cleaned 30/3=<<30/3=10>>10 times a month
Each time he gets it cleaned he tips 150+10=$<<150+10=160>>160
So he pays 160*10=$<<160*10=1600>>1600 a month on cleaning
The chemicals cost 200*2=$<<200*2=400>>400
So in total, he pays 1600+400=$<<1600+400=2000>>2000
#### 2000"
