index,label,error_type,source_file
1072,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1001_1100_conceptual.json
1073,0,correct,gsm8k.main.train
1073,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1001_1100_conceptual.json
1074,0,correct,gsm8k.main.train
1074,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1001_1100_conceptual.json
1075,0,correct,gsm8k.main.train
1075,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1001_1100_conceptual.json
1076,0,correct,gsm8k.main.train
1076,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1001_1100_conceptual.json
1077,0,correct,gsm8k.main.train
1077,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1001_1100_conceptual.json
1078,0,correct,gsm8k.main.train
1078,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1001_1100_conceptual.json
1079,0,correct,gsm8k.main.train
1079,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1001_1100_conceptual.json
1080,0,correct,gsm8k.main.train
1080,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1001_1100_conceptual.json
1081,0,correct,gsm8k.main.train
1081,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1001_1100_conceptual.json
1082,0,correct,gsm8k.main.train
1082,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1001_1100_conceptual.json
1083,0,correct,gsm8k.main.train
1083,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1001_1100_conceptual.json
1084,0,correct,gsm8k.main.train
1084,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1001_1100_conceptual.json
1085,0,correct,gsm8k.main.train
1085,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1001_1100_conceptual.json
1086,0,correct,gsm8k.main.train
1086,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1001_1100_conceptual.json
1087,0,correct,gsm8k.main.train
1087,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1001_1100_conceptual.json
1088,0,correct,gsm8k.main.train
1088,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1001_1100_conceptual.json
1089,0,correct,gsm8k.main.train
1089,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1001_1100_conceptual.json
1090,0,correct,gsm8k.main.train
1090,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1001_1100_conceptual.json
1091,0,correct,gsm8k.main.train
1091,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1001_1100_conceptual.json
1092,0,correct,gsm8k.main.train
1092,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1001_1100_conceptual.json
1093,0,correct,gsm8k.main.train
1093,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1001_1100_conceptual.json
1094,0,correct,gsm8k.main.train
1094,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1001_1100_conceptual.json
1095,0,correct,gsm8k.main.train
1095,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1001_1100_conceptual.json
1096,0,correct,gsm8k.main.train
1096,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1001_1100_conceptual.json
1097,0,correct,gsm8k.main.train
1097,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1001_1100_conceptual.json
1098,0,correct,gsm8k.main.train
1098,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1001_1100_conceptual.json
1099,0,correct,gsm8k.main.train
1099,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1001_1100_conceptual.json
1100,0,correct,gsm8k.main.train
1100,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1101,0,correct,gsm8k.main.train
1101,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1102,0,correct,gsm8k.main.train
1102,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1103,0,correct,gsm8k.main.train
1103,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1104,0,correct,gsm8k.main.train
1104,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1105,0,correct,gsm8k.main.train
1105,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1106,0,correct,gsm8k.main.train
1106,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1107,0,correct,gsm8k.main.train
1107,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1108,0,correct,gsm8k.main.train
1108,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1109,0,correct,gsm8k.main.train
1109,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1110,0,correct,gsm8k.main.train
1110,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1111,0,correct,gsm8k.main.train
1111,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1112,0,correct,gsm8k.main.train
1112,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1113,0,correct,gsm8k.main.train
1113,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1114,0,correct,gsm8k.main.train
1114,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1115,0,correct,gsm8k.main.train
1115,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1116,0,correct,gsm8k.main.train
1116,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1117,0,correct,gsm8k.main.train
1117,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1118,0,correct,gsm8k.main.train
1118,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1119,0,correct,gsm8k.main.train
1119,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1120,0,correct,gsm8k.main.train
1120,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1121,0,correct,gsm8k.main.train
1121,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1122,0,correct,gsm8k.main.train
1122,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1123,0,correct,gsm8k.main.train
1123,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1124,0,correct,gsm8k.main.train
1124,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1125,0,correct,gsm8k.main.train
1125,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1126,0,correct,gsm8k.main.train
1126,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1127,0,correct,gsm8k.main.train
1127,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1128,0,correct,gsm8k.main.train
1128,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1129,0,correct,gsm8k.main.train
1129,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1130,0,correct,gsm8k.main.train
1130,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1131,0,correct,gsm8k.main.train
1131,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1132,0,correct,gsm8k.main.train
1132,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1133,0,correct,gsm8k.main.train
1133,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1134,0,correct,gsm8k.main.train
1134,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1135,0,correct,gsm8k.main.train
1135,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1136,0,correct,gsm8k.main.train
1136,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1137,0,correct,gsm8k.main.train
1137,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1138,0,correct,gsm8k.main.train
1138,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1139,0,correct,gsm8k.main.train
1139,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1140,0,correct,gsm8k.main.train
1140,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1141,0,correct,gsm8k.main.train
1141,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1142,0,correct,gsm8k.main.train
1142,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1143,0,correct,gsm8k.main.train
1143,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1144,0,correct,gsm8k.main.train
1144,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1145,0,correct,gsm8k.main.train
1145,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1146,0,correct,gsm8k.main.train
1146,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1147,0,correct,gsm8k.main.train
1147,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1148,0,correct,gsm8k.main.train
1148,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1149,0,correct,gsm8k.main.train
1149,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1150,0,correct,gsm8k.main.train
1150,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1151,0,correct,gsm8k.main.train
1151,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1152,0,correct,gsm8k.main.train
1152,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1153,0,correct,gsm8k.main.train
1153,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1154,0,correct,gsm8k.main.train
1154,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1155,0,correct,gsm8k.main.train
1155,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1156,0,correct,gsm8k.main.train
1156,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1157,0,correct,gsm8k.main.train
1157,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1158,0,correct,gsm8k.main.train
1158,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1159,0,correct,gsm8k.main.train
1159,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1160,0,correct,gsm8k.main.train
1160,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1161,0,correct,gsm8k.main.train
1161,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1162,0,correct,gsm8k.main.train
1162,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1163,0,correct,gsm8k.main.train
1163,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1164,0,correct,gsm8k.main.train
1164,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1165,0,correct,gsm8k.main.train
1165,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1166,0,correct,gsm8k.main.train
1166,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1167,0,correct,gsm8k.main.train
1167,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1168,0,correct,gsm8k.main.train
1168,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1169,0,correct,gsm8k.main.train
1169,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1170,0,correct,gsm8k.main.train
1170,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1171,0,correct,gsm8k.main.train
1171,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1172,0,correct,gsm8k.main.train
1172,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1173,0,correct,gsm8k.main.train
1173,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1174,0,correct,gsm8k.main.train
1174,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1175,0,correct,gsm8k.main.train
1175,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1176,0,correct,gsm8k.main.train
1176,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1177,0,correct,gsm8k.main.train
1177,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1178,0,correct,gsm8k.main.train
1178,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1179,0,correct,gsm8k.main.train
1179,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1180,0,correct,gsm8k.main.train
1180,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1181,0,correct,gsm8k.main.train
1181,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1182,0,correct,gsm8k.main.train
1182,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1183,0,correct,gsm8k.main.train
1183,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1184,0,correct,gsm8k.main.train
1184,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1185,0,correct,gsm8k.main.train
1185,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1186,0,correct,gsm8k.main.train
1186,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1187,0,correct,gsm8k.main.train
1187,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1188,0,correct,gsm8k.main.train
1188,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1189,0,correct,gsm8k.main.train
1189,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1190,0,correct,gsm8k.main.train
1190,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1191,0,correct,gsm8k.main.train
1191,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1192,0,correct,gsm8k.main.train
1192,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1193,0,correct,gsm8k.main.train
1193,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1194,0,correct,gsm8k.main.train
1194,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1195,0,correct,gsm8k.main.train
1195,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1196,0,correct,gsm8k.main.train
1196,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1197,0,correct,gsm8k.main.train
1197,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1198,0,correct,gsm8k.main.train
1198,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1199,0,correct,gsm8k.main.train
1199,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1101_1200_conceptual.json
1200,0,correct,gsm8k.main.train
1200,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1201_1300_conceptual.json
1201,0,correct,gsm8k.main.train
1201,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1201_1300_conceptual.json
1202,0,correct,gsm8k.main.train
1202,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1201_1300_conceptual.json
1203,0,correct,gsm8k.main.train
1203,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1201_1300_conceptual.json
1204,0,correct,gsm8k.main.train
1204,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1201_1300_conceptual.json
1205,0,correct,gsm8k.main.train
1205,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1201_1300_conceptual.json
1206,0,correct,gsm8k.main.train
1206,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1201_1300_conceptual.json
1207,0,correct,gsm8k.main.train
1207,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1201_1300_conceptual.json
1208,0,correct,gsm8k.main.train
1208,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1201_1300_conceptual.json
1209,0,correct,gsm8k.main.train
1209,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1201_1300_conceptual.json
1210,0,correct,gsm8k.main.train
1210,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1201_1300_conceptual.json
1211,0,correct,gsm8k.main.train
1211,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1201_1300_conceptual.json
1212,0,correct,gsm8k.main.train
1212,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1201_1300_conceptual.json
1213,0,correct,gsm8k.main.train
1213,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1201_1300_conceptual.json
1214,0,correct,gsm8k.main.train
1214,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1201_1300_conceptual.json
1215,0,correct,gsm8k.main.train
1215,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1201_1300_conceptual.json
1216,0,correct,gsm8k.main.train
1216,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1201_1300_conceptual.json
1217,0,correct,gsm8k.main.train
1217,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1201_1300_conceptual.json
1218,0,correct,gsm8k.main.train
1218,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1201_1300_conceptual.json
1219,0,correct,gsm8k.main.train
1219,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1201_1300_conceptual.json
1220,0,correct,gsm8k.main.train
1220,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1201_1300_conceptual.json
1221,0,correct,gsm8k.main.train
1221,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1201_1300_conceptual.json
1222,0,correct,gsm8k.main.train
1222,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1201_1300_conceptual.json
1223,0,correct,gsm8k.main.train
1223,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1201_1300_conceptual.json
1224,0,correct,gsm8k.main.train
1224,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1201_1300_conceptual.json
1225,0,correct,gsm8k.main.train
1225,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1201_1300_conceptual.json
1226,0,correct,gsm8k.main.train
1226,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1201_1300_conceptual.json
1227,0,correct,gsm8k.main.train
1227,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1201_1300_conceptual.json
1228,0,correct,gsm8k.main.train
1228,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1201_1300_conceptual.json
1229,0,correct,gsm8k.main.train
1229,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1201_1300_conceptual.json
1230,0,correct,gsm8k.main.train
1230,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1201_1300_conceptual.json
1231,0,correct,gsm8k.main.train
1231,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1201_1300_conceptual.json
1232,0,correct,gsm8k.main.train
1232,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1201_1300_conceptual.json
1233,0,correct,gsm8k.main.train
1233,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1201_1300_conceptual.json
1234,0,correct,gsm8k.main.train
1234,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1201_1300_conceptual.json
1235,0,correct,gsm8k.main.train
1235,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1201_1300_conceptual.json
1236,0,correct,gsm8k.main.train
1236,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1201_1300_conceptual.json
1237,0,correct,gsm8k.main.train
1237,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1201_1300_conceptual.json
1238,0,correct,gsm8k.main.train
1238,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1201_1300_conceptual.json
1239,0,correct,gsm8k.main.train
1239,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1201_1300_conceptual.json
1240,0,correct,gsm8k.main.train
1240,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1201_1300_conceptual.json
1241,0,correct,gsm8k.main.train
1241,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1201_1300_conceptual.json
1242,0,correct,gsm8k.main.train
1242,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1201_1300_conceptual.json
1243,0,correct,gsm8k.main.train
1243,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1201_1300_conceptual.json
1244,0,correct,gsm8k.main.train
1244,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1201_1300_conceptual.json
1245,0,correct,gsm8k.main.train
1245,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1201_1300_conceptual.json
1246,0,correct,gsm8k.main.train
1246,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1201_1300_conceptual.json
1247,0,correct,gsm8k.main.train
1247,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1201_1300_conceptual.json
1248,0,correct,gsm8k.main.train
1248,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1201_1300_conceptual.json
1249,0,correct,gsm8k.main.train
1249,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1201_1300_conceptual.json
1250,0,correct,gsm8k.main.train
1250,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1201_1300_conceptual.json
1251,0,correct,gsm8k.main.train
1251,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1201_1300_conceptual.json
1252,0,correct,gsm8k.main.train
1252,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1201_1300_conceptual.json
1253,0,correct,gsm8k.main.train
1253,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1201_1300_conceptual.json
1254,0,correct,gsm8k.main.train
1254,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1201_1300_conceptual.json
1255,0,correct,gsm8k.main.train
1255,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1201_1300_conceptual.json
1256,0,correct,gsm8k.main.train
1256,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1201_1300_conceptual.json
1257,0,correct,gsm8k.main.train
1257,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1201_1300_conceptual.json
1258,0,correct,gsm8k.main.train
1258,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1201_1300_conceptual.json
1259,0,correct,gsm8k.main.train
1259,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1201_1300_conceptual.json
1260,0,correct,gsm8k.main.train
1260,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1201_1300_conceptual.json
1261,0,correct,gsm8k.main.train
1261,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1201_1300_conceptual.json
1262,0,correct,gsm8k.main.train
1262,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1201_1300_conceptual.json
1263,0,correct,gsm8k.main.train
1263,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1201_1300_conceptual.json
1264,0,correct,gsm8k.main.train
1264,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1201_1300_conceptual.json
1265,0,correct,gsm8k.main.train
1265,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1201_1300_conceptual.json
1266,0,correct,gsm8k.main.train
1266,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1201_1300_conceptual.json
1267,0,correct,gsm8k.main.train
1267,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1201_1300_conceptual.json
1268,0,correct,gsm8k.main.train
1268,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1201_1300_conceptual.json
1269,0,correct,gsm8k.main.train
1269,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1201_1300_conceptual.json
1270,0,correct,gsm8k.main.train
1270,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1201_1300_conceptual.json
1271,0,correct,gsm8k.main.train
1271,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1201_1300_conceptual.json
1272,0,correct,gsm8k.main.train
1272,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1201_1300_conceptual.json
1273,0,correct,gsm8k.main.train
1273,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1201_1300_conceptual.json
1274,0,correct,gsm8k.main.train
1274,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1201_1300_conceptual.json
1275,0,correct,gsm8k.main.train
1275,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1201_1300_conceptual.json
1276,0,correct,gsm8k.main.train
1276,1,conceptual,yewei/gsm8k_data/conceptual/gsm8k_augmented_1201_1300_conceptual.json
1277,0,correct,gsm8k.main.train
