index,tier,model,mutation_type,erroneous_line_number,target_variable,correct_value,flawed_value,repro_seed,date_utc,time_utc,mutation_details,filepath,solution_line_count,error_line_numeric,error_position_ratio,position_bin,validator
6831,tier3,google_gemini-2.5-flash,incomplete_calculation,L3,sum_of_first_three_guesses,1500,900,-3150687418843054149,2025-07-21,12:32:45,"{""type"": ""incomplete_calculation"", ""target_variable"": ""sum_of_first_three_guesses"", ""operand_to_remove"": ""third_guess"", ""original_operands"": [""first_guess"", ""second_guess"", ""third_guess""]}",data/conceptual-error-candidates/tier3/6831/google_gemini-2.5-flash_incomplete_calculation_sum_of_first_three_guesses_.json,5,3,0.6,middle,ling
6886,tier3,google_gemini-2.5-flash,incomplete_calculation,L1,total_caps_first_3_weeks,1020,720,7847376830174256660,2025-07-21,12:32:45,"{""type"": ""incomplete_calculation"", ""target_variable"": ""total_caps_first_3_weeks"", ""operand_to_remove"": ""caps_week3"", ""original_operands"": [""caps_week1"", ""caps_week2"", ""caps_week3""]}",data/conceptual-error-candidates/tier3/6886/google_gemini-2.5-flash_incomplete_calculation_total_caps_first_3_weeks_.json,3,1,0.3333333333333333,middle,mauro
6895,tier3,google_gemini-2.5-flash,incomplete_calculation,L2,john_total_time_with_break,9,6,-7733304914050821835,2025-07-21,12:32:45,"{""type"": ""incomplete_calculation"", ""target_variable"": ""john_total_time_with_break"", ""operand_to_remove"": ""john_initial_dance_hours"", ""original_operands"": [""john_additional_dance_hours"", ""john_break_time"", ""john_initial_dance_hours""]}",data/conceptual-error-candidates/tier3/6895/google_gemini-2.5-flash_incomplete_calculation_john_total_time_with_break_.json,5,2,0.4,middle,ali
7023,tier3,google_gemini-2.5-flash,incomplete_calculation,L1,total_miles_run,24,18,1487013950780000979,2025-07-21,12:32:45,"{""type"": ""incomplete_calculation"", ""target_variable"": ""total_miles_run"", ""operand_to_remove"": ""wednesday_miles"", ""original_operands"": [""friday_miles"", ""monday_miles"", ""thursday_miles"", ""tuesday_miles"", ""wednesday_miles""]}",data/conceptual-error-candidates/tier3/7023/google_gemini-2.5-flash_incomplete_calculation_total_miles_run_.json,3,1,0.3333333333333333,middle,arvind
7376,tier3,google_gemini-2.5-flash,incomplete_calculation,L1,daily_jerky_consumption,4,2,-7002829636986927711,2025-07-21,12:32:45,"{""type"": ""incomplete_calculation"", ""target_variable"": ""daily_jerky_consumption"", ""operand_to_remove"": ""dinner_jerky"", ""original_operands"": [""breakfast_jerky"", ""dinner_jerky"", ""lunch_jerky""]}",data/conceptual-error-candidates/tier3/7376/google_gemini-2.5-flash_incomplete_calculation_daily_jerky_consumption_.json,3,1,0.3333333333333333,middle,ling
447,tier3,google_gemini-2.5-flash,incomplete_calculation,L3,total_books,65.0,57.0,83635761895248151,2025-07-21,12:32:42,"{""type"": ""incomplete_calculation"", ""target_variable"": ""total_books"", ""operand_to_remove"": ""kelcie_books"", ""original_operands"": [""greg_books"", ""kelcie_books"", ""megan_books""]}",data/conceptual-error-candidates/tier3/447/google_gemini-2.5-flash_incomplete_calculation_total_books_.json,3,3,1.0,late,ling
495,tier3,google_gemini-2.5-flash,incomplete_calculation,L2,total_snacks,352,320,-7234664348416996627,2025-07-21,12:32:42,"{""type"": ""incomplete_calculation"", ""target_variable"": ""total_snacks"", ""operand_to_remove"": ""suckers"", ""original_operands"": [""goldfish"", ""pretzels"", ""suckers""]}",data/conceptual-error-candidates/tier3/495/google_gemini-2.5-flash_incomplete_calculation_total_snacks_.json,3,2,0.6666666666666666,late,ling
571,tier3,google_gemini-2.5-flash,incomplete_calculation,L5,total_animals,27,23,-7194241175245000000,2025-07-21,12:32:42,"{""type"": ""incomplete_calculation"", ""target_variable"": ""total_animals"", ""operand_to_remove"": ""anthony_dogs"", ""original_operands"": [""anthony_cats"", ""anthony_dogs"", ""leonel_cats"", ""leonel_dogs""]}",data/conceptual-error-candidates/tier3/571/google_gemini-2.5-flash_incomplete_calculation_total_animals_.json,5,5,1.0,late,ali
662,tier3,google_gemini-2.5-flash,incomplete_calculation,L3,total_books,175.0,75.0,5981440650908997031,2025-07-21,12:32:42,"{""type"": ""incomplete_calculation"", ""target_variable"": ""total_books"", ""operand_to_remove"": ""flora_books"", ""original_operands"": [""flora_books"", ""gary_books"", ""harry_books""]}",data/conceptual-error-candidates/tier3/662/google_gemini-2.5-flash_incomplete_calculation_total_books_.json,3,3,1.0,late,yewei
669,tier3,google_gemini-2.5-flash,incomplete_calculation,L9,total_items,140.0,98.0,-1326200157966991906,2025-07-21,12:32:42,"{""type"": ""incomplete_calculation"", ""target_variable"": ""total_items"", ""operand_to_remove"": ""total_frisbees"", ""original_operands"": [""total_deck_cards"", ""total_frisbees"", ""total_marbles""]}",data/conceptual-error-candidates/tier3/669/google_gemini-2.5-flash_incomplete_calculation_total_items_.json,9,9,1.0,late,mauro
776,tier3,google_gemini-2.5-flash,incomplete_calculation,L3,total_hours,40,36,-8338117657613236926,2025-07-21,12:32:42,"{""type"": ""incomplete_calculation"", ""target_variable"": ""total_hours"", ""operand_to_remove"": ""armand_hours"", ""original_operands"": [""amber_hours"", ""armand_hours"", ""ella_hours""]}",data/conceptual-error-candidates/tier3/776/google_gemini-2.5-flash_incomplete_calculation_total_hours_.json,4,3,0.75,late,arvind
988,tier3,google_gemini-2.5-flash,incomplete_calculation,L3,volume,3888.0,108.0,2487490923116982944,2025-07-21,12:32:42,"{""type"": ""incomplete_calculation"", ""target_variable"": ""volume"", ""operand_to_remove"": ""length"", ""original_operands"": [""height"", ""length"", ""width""]}",data/conceptual-error-candidates/tier3/988/google_gemini-2.5-flash_incomplete_calculation_volume_.json,3,3,1.0,late,arvind
1299,tier3,google_gemini-2.5-flash,incomplete_calculation,L4,total_weeds,120.0,105.0,2270172013006126208,2025-07-21,12:32:42,"{""type"": ""incomplete_calculation"", ""target_variable"": ""total_weeds"", ""operand_to_remove"": ""weeds_thursday"", ""original_operands"": [""weeds_friday"", ""weeds_thursday"", ""weeds_tuesday"", ""weeds_wednesday""]}",data/conceptual-error-candidates/tier3/1299/google_gemini-2.5-flash_incomplete_calculation_total_weeds_.json,4,4,1.0,late,arvind
1374,tier3,google_gemini-2.5-flash,incomplete_calculation,L4,total_books,54.0,48.0,5104688756241992546,2025-07-21,12:32:42,"{""type"": ""incomplete_calculation"", ""target_variable"": ""total_books"", ""operand_to_remove"": ""darla_books"", ""original_operands"": [""darla_books"", ""gary_books"", ""katie_books""]}",data/conceptual-error-candidates/tier3/1374/google_gemini-2.5-flash_incomplete_calculation_total_books_.json,4,4,1.0,late,arvind
1377,tier3,google_gemini-2.5-flash,incomplete_calculation,L3,total_ducks,105.0,45.0,1248449091707429586,2025-07-21,12:32:42,"{""type"": ""incomplete_calculation"", ""target_variable"": ""total_ducks"", ""operand_to_remove"": ""kolton_ducks"", ""original_operands"": [""adelaide_ducks"", ""ephraim_ducks"", ""kolton_ducks""]}",data/conceptual-error-candidates/tier3/1377/google_gemini-2.5-flash_incomplete_calculation_total_ducks_.json,4,3,0.75,late,ali
1693,tier3,google_gemini-2.5-flash,incomplete_calculation,L3,total_age,84,72,7711305716239472852,2025-07-21,12:32:42,"{""type"": ""incomplete_calculation"", ""target_variable"": ""total_age"", ""operand_to_remove"": ""devin_age"", ""original_operands"": [""devin_age"", ""eden_age"", ""mom_age""]}",data/conceptual-error-candidates/tier3/1693/google_gemini-2.5-flash_incomplete_calculation_total_age_.json,4,3,0.75,late,mauro
1729,tier3,google_gemini-2.5-flash,incomplete_calculation,L3,total_insects,27.0,21.0,3571239027265244003,2025-07-21,12:32:42,"{""type"": ""incomplete_calculation"", ""target_variable"": ""total_insects"", ""operand_to_remove"": ""caterpillars"", ""original_operands"": [""caterpillars"", ""crickets"", ""roaches"", ""scorpions""]}",data/conceptual-error-candidates/tier3/1729/google_gemini-2.5-flash_incomplete_calculation_total_insects_.json,3,3,1.0,late,ling
1737,tier3,google_gemini-2.5-flash,incomplete_calculation,L4,total_minutes,11.0,9,2378154526154856546,2025-07-21,12:32:42,"{""type"": ""incomplete_calculation"", ""target_variable"": ""total_minutes"", ""operand_to_remove"": ""george_minutes"", ""original_operands"": [""elaine_minutes"", ""george_minutes"", ""jerry_minutes"", ""kramer_minutes""]}",data/conceptual-error-candidates/tier3/1737/google_gemini-2.5-flash_incomplete_calculation_total_minutes_.json,4,4,1.0,late,yewei
1759,tier3,google_gemini-2.5-flash,incomplete_calculation,L3,total_commute_distance,24,20,-2757130875634135702,2025-07-21,12:32:42,"{""type"": ""incomplete_calculation"", ""target_variable"": ""total_commute_distance"", ""operand_to_remove"": ""distance_house_to_1"", ""original_operands"": [""distance_1_to_2"", ""distance_3_to_work"", ""distance_house_to_1"", ""total_distance_2_to_3""]}",data/conceptual-error-candidates/tier3/1759/google_gemini-2.5-flash_incomplete_calculation_total_commute_distance_.json,3,3,1.0,late,ali
1795,tier3,google_gemini-2.5-flash,incomplete_calculation,L6,total_blue_marbles,100,75,8091135017441396335,2025-07-21,12:32:42,"{""type"": ""incomplete_calculation"", ""target_variable"": ""total_blue_marbles"", ""operand_to_remove"": ""mary_blue_marbles"", ""original_operands"": [""anie_blue_marbles"", ""jenny_blue_marbles"", ""mary_blue_marbles""]}",data/conceptual-error-candidates/tier3/1795/google_gemini-2.5-flash_incomplete_calculation_total_blue_marbles_.json,6,6,1.0,late,mauro
1890,tier3,google_gemini-2.5-flash,incomplete_calculation,L8,total_towels_per_hour,87.0,51.0,6670030551347484533,2025-07-21,12:32:43,"{""type"": ""incomplete_calculation"", ""target_variable"": ""total_towels_per_hour"", ""operand_to_remove"": ""jane_towels_per_hour"", ""original_operands"": [""anthony_towels_per_hour"", ""jane_towels_per_hour"", ""kyla_towels_per_hour""]}",data/conceptual-error-candidates/tier3/1890/google_gemini-2.5-flash_incomplete_calculation_total_towels_per_hour_.json,8,8,1.0,late,ling
1895,tier3,google_gemini-2.5-flash,incomplete_calculation,L3,total_kilometers,180.0,130.0,-3270137602248775274,2025-07-21,12:32:43,"{""type"": ""incomplete_calculation"", ""target_variable"": ""total_kilometers"", ""operand_to_remove"": ""tuesday_kilometers"", ""original_operands"": [""monday_kilometers"", ""thursday_kilometers"", ""tuesday_kilometers"", ""wednesday_kilometers""]}",data/conceptual-error-candidates/tier3/1895/google_gemini-2.5-flash_incomplete_calculation_total_kilometers_.json,3,3,1.0,late,mauro
1930,tier3,google_gemini-2.5-flash,incomplete_calculation,L4,total_water_came_out,36.0,30.0,6034477843460199916,2025-07-21,12:32:43,"{""type"": ""incomplete_calculation"", ""target_variable"": ""total_water_came_out"", ""operand_to_remove"": ""water_first_period"", ""original_operands"": [""water_first_period"", ""water_max_flow_period"", ""water_next_period""]}",data/conceptual-error-candidates/tier3/1930/google_gemini-2.5-flash_incomplete_calculation_total_water_came_out_.json,5,4,0.8,late,arvind
1952,tier3,google_gemini-2.5-flash,incomplete_calculation,L6,total_candies_week,120,90,-3216553410659743238,2025-07-21,12:32:43,"{""type"": ""incomplete_calculation"", ""target_variable"": ""total_candies_week"", ""operand_to_remove"": ""sixth_day_sales"", ""original_operands"": [""fifth_day_sales"", ""first_day_sales"", ""fourth_day_sales"", ""second_day_sales"", ""sixth_day_sales"", ""third_day_sales""]}",data/conceptual-error-candidates/tier3/1952/google_gemini-2.5-flash_incomplete_calculation_total_candies_week_.json,8,6,0.75,late,mauro
2153,tier3,google_gemini-2.5-flash,incomplete_calculation,L5,total_fills,15,13,5007059595915161063,2025-07-21,12:32:43,"{""type"": ""incomplete_calculation"", ""target_variable"": ""total_fills"", ""operand_to_remove"": ""oil_fills"", ""original_operands"": [""brown_sugar_fills"", ""flour_fills"", ""oil_fills"", ""white_sugar_fills""]}",data/conceptual-error-candidates/tier3/2153/google_gemini-2.5-flash_incomplete_calculation_total_fills_.json,5,5,1.0,late,ling
2172,tier3,google_gemini-2.5-flash,incomplete_calculation,L2,total_candles,50.0,30.0,2646504030468873205,2025-07-21,12:32:43,"{""type"": ""incomplete_calculation"", ""target_variable"": ""total_candles"", ""operand_to_remove"": ""bedroom_candles"", ""original_operands"": [""bedroom_candles"", ""donovan_candles"", ""living_room_candles""]}",data/conceptual-error-candidates/tier3/2172/google_gemini-2.5-flash_incomplete_calculation_total_candles_.json,2,2,1.0,late,yewei
2175,tier3,google_gemini-2.5-flash,incomplete_calculation,L4,total_books,140,110,-4829582927930241570,2025-07-21,12:32:43,"{""type"": ""incomplete_calculation"", ""target_variable"": ""total_books"", ""operand_to_remove"": ""beatrix_books"", ""original_operands"": [""alannah_books"", ""beatrix_books"", ""queen_total_books""]}",data/conceptual-error-candidates/tier3/2175/google_gemini-2.5-flash_incomplete_calculation_total_books_.json,4,4,1.0,late,mauro
2243,tier3,google_gemini-2.5-flash,incomplete_calculation,L3,total_flowers_sold,45.0,35.0,1046299785849294326,2025-07-21,12:32:43,"{""type"": ""incomplete_calculation"", ""target_variable"": ""total_flowers_sold"", ""operand_to_remove"": ""lilacs_sold"", ""original_operands"": [""gardenias_sold"", ""lilacs_sold"", ""roses_sold""]}",data/conceptual-error-candidates/tier3/2243/google_gemini-2.5-flash_incomplete_calculation_total_flowers_sold_.json,3,3,1.0,late,arvind
2357,tier3,google_gemini-2.5-flash,incomplete_calculation,L5,total_cost,2000.0,1400,-2297297686568327065,2025-07-21,12:32:43,"{""type"": ""incomplete_calculation"", ""target_variable"": ""total_cost"", ""operand_to_remove"": ""bounce_house_total_cost"", ""original_operands"": [""bounce_house_total_cost"", ""clown_total_cost"", ""other_costs""]}",data/conceptual-error-candidates/tier3/2357/google_gemini-2.5-flash_incomplete_calculation_total_cost_.json,5,5,1.0,late,ali
2396,tier3,google_gemini-2.5-flash,incomplete_calculation,L2,total_punch_volume,140,100,-9164735341032880994,2025-07-21,12:32:43,"{""type"": ""incomplete_calculation"", ""target_variable"": ""total_punch_volume"", ""operand_to_remove"": ""fruit_juice_volume"", ""original_operands"": [""fruit_juice_volume"", ""ice_volume"", ""total_mountain_dew_volume""]}",data/conceptual-error-candidates/tier3/2396/google_gemini-2.5-flash_incomplete_calculation_total_punch_volume_.json,3,2,0.6666666666666666,late,arvind
2427,tier3,google_gemini-2.5-flash,incomplete_calculation,L2,total_sales,780,570,-7950825929121648503,2025-07-21,12:32:43,"{""type"": ""incomplete_calculation"", ""target_variable"": ""total_sales"", ""operand_to_remove"": ""thursday_sales"", ""original_operands"": [""friday_sales"", ""saturday_sales"", ""thursday_sales""]}",data/conceptual-error-candidates/tier3/2427/google_gemini-2.5-flash_incomplete_calculation_total_sales_.json,3,2,0.6666666666666666,late,arvind
2490,tier3,google_gemini-2.5-flash,incomplete_calculation,L4,total_animals,39.0,27.0,5610161509629655237,2025-07-21,12:32:43,"{""type"": ""incomplete_calculation"", ""target_variable"": ""total_animals"", ""operand_to_remove"": ""birds_for_sale"", ""original_operands"": [""birds_for_sale"", ""cats_for_sale"", ""dogs_for_sale"", ""fish_for_sale""]}",data/conceptual-error-candidates/tier3/2490/google_gemini-2.5-flash_incomplete_calculation_total_animals_.json,4,4,1.0,late,yewei
2548,tier3,google_gemini-2.5-flash,incomplete_calculation,L4,total_vessels,28.0,24.0,7944463287440530314,2025-07-21,12:32:43,"{""type"": ""incomplete_calculation"", ""target_variable"": ""total_vessels"", ""operand_to_remove"": ""cruise_ships"", ""original_operands"": [""cargo_ships"", ""cruise_ships"", ""fishing_boats"", ""sailboats""]}",data/conceptual-error-candidates/tier3/2548/google_gemini-2.5-flash_incomplete_calculation_total_vessels_.json,4,4,1.0,late,ling
3059,tier3,google_gemini-2.5-flash,incomplete_calculation,L4,total_weight,20,16,-6709072072567351069,2025-07-21,12:32:43,"{""type"": ""incomplete_calculation"", ""target_variable"": ""total_weight"", ""operand_to_remove"": ""brown_dog_weight"", ""original_operands"": [""black_dog_weight"", ""brown_dog_weight"", ""grey_dog_weight"", ""white_dog_weight""]}",data/conceptual-error-candidates/tier3/3059/google_gemini-2.5-flash_incomplete_calculation_total_weight_.json,5,4,0.8,late,yewei
3177,tier3,google_gemini-2.5-flash,incomplete_calculation,L4,total_loads,26.0,14.0,783796053763677985,2025-07-21,12:32:43,"{""type"": ""incomplete_calculation"", ""target_variable"": ""total_loads"", ""operand_to_remove"": ""thursday_loads"", ""original_operands"": [""friday_loads"", ""saturday_loads"", ""thursday_loads"", ""wednesday_loads""]}",data/conceptual-error-candidates/tier3/3177/google_gemini-2.5-flash_incomplete_calculation_total_loads_.json,4,4,1.0,late,yewei
3253,tier3,google_gemini-2.5-flash,incomplete_calculation,L2,total_big_cats,39.0,26,8836072716546805194,2025-07-21,12:32:43,"{""type"": ""incomplete_calculation"", ""target_variable"": ""total_big_cats"", ""operand_to_remove"": ""cougars"", ""original_operands"": [""cougars"", ""lions"", ""tigers""]}",data/conceptual-error-candidates/tier3/3253/google_gemini-2.5-flash_incomplete_calculation_total_big_cats_.json,2,2,1.0,late,mauro
3373,tier3,google_gemini-2.5-flash,incomplete_calculation,L2,total_people,20,10,-1209713012797605358,2025-07-21,12:32:43,"{""type"": ""incomplete_calculation"", ""target_variable"": ""total_people"", ""operand_to_remove"": ""friends"", ""original_operands"": [""friends"", ""other_adults"", ""shonda"", ""shondas_kids""]}",data/conceptual-error-candidates/tier3/3373/google_gemini-2.5-flash_incomplete_calculation_total_people_.json,3,2,0.6666666666666666,late,ali
3457,tier3,google_gemini-2.5-flash,incomplete_calculation,L5,total_coins_per_chest,1000.0,300.0,2552396171731301015,2025-07-21,12:32:43,"{""type"": ""incomplete_calculation"", ""target_variable"": ""total_coins_per_chest"", ""operand_to_remove"": ""gold_coins_per_chest"", ""original_operands"": [""bronze_coins_per_chest"", ""gold_coins_per_chest"", ""silver_coins_per_chest""]}",data/conceptual-error-candidates/tier3/3457/google_gemini-2.5-flash_incomplete_calculation_total_coins_per_chest_.json,5,5,1.0,late,ling
3665,tier3,google_gemini-2.5-flash,incomplete_calculation,L3,total_cost_cents,275,125,5287847753886308876,2025-07-21,12:32:43,"{""type"": ""incomplete_calculation"", ""target_variable"": ""total_cost_cents"", ""operand_to_remove"": ""total_chocolate_cost"", ""original_operands"": [""juice_cost_cents"", ""total_candy_bar_cost"", ""total_chocolate_cost""]}",data/conceptual-error-candidates/tier3/3665/google_gemini-2.5-flash_incomplete_calculation_total_cost_cents_.json,4,3,0.75,late,ali
3760,tier3,google_gemini-2.5-flash,incomplete_calculation,L4,total_cookies,324.0,216,4200225689131967994,2025-07-21,12:32:43,"{""type"": ""incomplete_calculation"", ""target_variable"": ""total_cookies"", ""operand_to_remove"": ""tory_cookies"", ""original_operands"": [""clementine_cookies"", ""jake_cookies"", ""tory_cookies""]}",data/conceptual-error-candidates/tier3/3760/google_gemini-2.5-flash_incomplete_calculation_total_cookies_.json,5,4,0.8,late,ling
3815,tier3,google_gemini-2.5-flash,incomplete_calculation,L2,total_miles_walked,34.0,30,-1098606516950306608,2025-07-21,12:32:43,"{""type"": ""incomplete_calculation"", ""target_variable"": ""total_miles_walked"", ""operand_to_remove"": ""second_day_miles"", ""original_operands"": [""first_day_miles"", ""second_day_miles"", ""third_day_miles""]}",data/conceptual-error-candidates/tier3/3815/google_gemini-2.5-flash_incomplete_calculation_total_miles_walked_.json,3,2,0.6666666666666666,late,mauro
3824,tier3,google_gemini-2.5-flash,incomplete_calculation,L3,total_money_given_to_friends,1650.0,1200,-4792704240383772128,2025-07-21,12:32:43,"{""type"": ""incomplete_calculation"", ""target_variable"": ""total_money_given_to_friends"", ""operand_to_remove"": ""isha_money"", ""original_operands"": [""florence_money"", ""isha_money"", ""rene_money""]}",data/conceptual-error-candidates/tier3/3824/google_gemini-2.5-flash_incomplete_calculation_total_money_given_to_friends_.json,3,3,1.0,late,yewei
3985,tier3,google_gemini-2.5-flash,incomplete_calculation,L3,total_points,90.0,30.0,6197384936622862002,2025-07-21,12:32:43,"{""type"": ""incomplete_calculation"", ""target_variable"": ""total_points"", ""operand_to_remove"": ""other_teammate_score"", ""original_operands"": [""lefty_score"", ""other_teammate_score"", ""righty_score""]}",data/conceptual-error-candidates/tier3/3985/google_gemini-2.5-flash_incomplete_calculation_total_points_.json,4,3,0.75,late,yewei
4003,tier3,google_gemini-2.5-flash,incomplete_calculation,L4,total_money,36.0,32,-1653248088169919053,2025-07-21,12:32:43,"{""type"": ""incomplete_calculation"", ""target_variable"": ""total_money"", ""operand_to_remove"": ""sister_money"", ""original_operands"": [""brother_money"", ""joanna_money"", ""sister_money""]}",data/conceptual-error-candidates/tier3/4003/google_gemini-2.5-flash_incomplete_calculation_total_money_.json,4,4,1.0,late,mauro
4168,tier3,google_gemini-2.5-flash,incomplete_calculation,L3,total_weight,216,156,3020292021347570281,2025-07-21,12:32:43,"{""type"": ""incomplete_calculation"", ""target_variable"": ""total_weight"", ""operand_to_remove"": ""adam_weight"", ""original_operands"": [""adam_weight"", ""jimmy_weight"", ""rachel_weight""]}",data/conceptual-error-candidates/tier3/4168/google_gemini-2.5-flash_incomplete_calculation_total_weight_.json,4,3,0.75,late,yewei
4216,tier3,google_gemini-2.5-flash,incomplete_calculation,L4,total_points,69.0,60.0,8253733463636692842,2025-07-21,12:32:43,"{""type"": ""incomplete_calculation"", ""target_variable"": ""total_points"", ""operand_to_remove"": ""kelly_points"", ""original_operands"": [""curry_points"", ""draymond_points"", ""durant_points"", ""kelly_points"", ""klay_points""]}",data/conceptual-error-candidates/tier3/4216/google_gemini-2.5-flash_incomplete_calculation_total_points_.json,4,4,1.0,late,arvind
4359,tier3,google_gemini-2.5-flash,incomplete_calculation,L4,total_structured_hours,14.0,6.0,-7804589720691624850,2025-07-21,12:32:44,"{""type"": ""incomplete_calculation"", ""target_variable"": ""total_structured_hours"", ""operand_to_remove"": ""hours_sleeping"", ""original_operands"": [""hours_in_school"", ""hours_making_assignments"", ""hours_sleeping""]}",data/conceptual-error-candidates/tier3/4359/google_gemini-2.5-flash_incomplete_calculation_total_structured_hours_.json,5,4,0.8,late,yewei
4388,tier3,google_gemini-2.5-flash,incomplete_calculation,L4,total_pages_all_students,30,15,-4655514869986450837,2025-07-21,12:32:44,"{""type"": ""incomplete_calculation"", ""target_variable"": ""total_pages_all_students"", ""operand_to_remove"": ""total_pages_second_group"", ""original_operands"": [""total_pages_first_group"", ""total_pages_second_group"", ""total_pages_third_group""]}",data/conceptual-error-candidates/tier3/4388/google_gemini-2.5-flash_incomplete_calculation_total_pages_all_students_.json,5,4,0.8,late,ling
4412,tier3,google_gemini-2.5-flash,incomplete_calculation,L4,total_pieces_placed,150,125,-7299512947518923827,2025-07-21,12:32:44,"{""type"": ""incomplete_calculation"", ""target_variable"": ""total_pieces_placed"", ""operand_to_remove"": ""reyn_pieces"", ""original_operands"": [""reyn_pieces"", ""rhys_pieces"", ""rory_pieces""]}",data/conceptual-error-candidates/tier3/4412/google_gemini-2.5-flash_incomplete_calculation_total_pieces_placed_.json,5,4,0.8,late,mauro
4751,tier3,google_gemini-2.5-flash,incomplete_calculation,L3,total_sandwiches,169.0,73.0,-2904714911516316012,2025-07-21,12:32:44,"{""type"": ""incomplete_calculation"", ""target_variable"": ""total_sandwiches"", ""operand_to_remove"": ""katelyn_sandwiches"", ""original_operands"": [""billy_sandwiches"", ""chloe_sandwiches"", ""katelyn_sandwiches""]}",data/conceptual-error-candidates/tier3/4751/google_gemini-2.5-flash_incomplete_calculation_total_sandwiches_.json,3,3,1.0,late,yewei
4760,tier3,google_gemini-2.5-flash,incomplete_calculation,L4,total_combined_weight,540,340,-5396863683038347165,2025-07-21,12:32:44,"{""type"": ""incomplete_calculation"", ""target_variable"": ""total_combined_weight"", ""operand_to_remove"": ""john_total_weight"", ""original_operands"": [""jamison_weight"", ""john_total_weight"", ""mary_weight""]}",data/conceptual-error-candidates/tier3/4760/google_gemini-2.5-flash_incomplete_calculation_total_combined_weight_.json,4,4,1.0,late,ali
4788,tier3,google_gemini-2.5-flash,incomplete_calculation,L3,one_uniform_set_cost,71.0,68.0,-4150656077650742600,2025-07-21,12:32:44,"{""type"": ""incomplete_calculation"", ""target_variable"": ""one_uniform_set_cost"", ""operand_to_remove"": ""socks_cost"", ""original_operands"": [""pants_cost"", ""shirt_cost"", ""socks_cost"", ""tie_cost""]}",data/conceptual-error-candidates/tier3/4788/google_gemini-2.5-flash_incomplete_calculation_one_uniform_set_cost_.json,4,3,0.75,late,ali
4830,tier3,google_gemini-2.5-flash,incomplete_calculation,L3,total_time,100.0,40.0,-1239935292337344369,2025-07-21,12:32:44,"{""type"": ""incomplete_calculation"", ""target_variable"": ""total_time"", ""operand_to_remove"": ""hold_time"", ""original_operands"": [""hold_time"", ""router_time"", ""yelling_time""]}",data/conceptual-error-candidates/tier3/4830/google_gemini-2.5-flash_incomplete_calculation_total_time_.json,3,3,1.0,late,yewei
4844,tier3,google_gemini-2.5-flash,incomplete_calculation,L4,total_candy,49.0,43.0,4783745639808178639,2025-07-21,12:32:44,"{""type"": ""incomplete_calculation"", ""target_variable"": ""total_candy"", ""operand_to_remove"": ""remaining_lollipops"", ""original_operands"": [""baby_ruths"", ""hershey_kisses"", ""kit_kat_bars"", ""nerds_boxes"", ""reese_cups"", ""remaining_lollipops""]}",data/conceptual-error-candidates/tier3/4844/google_gemini-2.5-flash_incomplete_calculation_total_candy_.json,4,4,1.0,late,ali
4919,tier3,google_gemini-2.5-flash,incomplete_calculation,L2,total_eggs_per_week,31.0,24,-6716766913325364865,2025-07-21,12:32:44,"{""type"": ""incomplete_calculation"", ""target_variable"": ""total_eggs_per_week"", ""operand_to_remove"": ""eggs_needed_by_ked"", ""original_operands"": [""eggs_needed_by_ben"", ""eggs_needed_by_ked"", ""eggs_needed_by_saly""]}",data/conceptual-error-candidates/tier3/4919/google_gemini-2.5-flash_incomplete_calculation_total_eggs_per_week_.json,3,2,0.6666666666666666,late,ling
5305,tier3,google_gemini-2.5-flash,incomplete_calculation,L5,total_shopping_cost,48,30,354187207452395140,2025-07-21,12:32:44,"{""type"": ""incomplete_calculation"", ""target_variable"": ""total_shopping_cost"", ""operand_to_remove"": ""muffin_six_pack_cost"", ""original_operands"": [""apple_pie_cost"", ""muffin_six_pack_cost"", ""two_cheesecakes_cost""]}",data/conceptual-error-candidates/tier3/5305/google_gemini-2.5-flash_incomplete_calculation_total_shopping_cost_.json,5,5,1.0,late,ali
5376,tier3,google_gemini-2.5-flash,incomplete_calculation,L6,total_second_semester_marks,260,180,-8087095902916611645,2025-07-21,12:32:44,"{""type"": ""incomplete_calculation"", ""target_variable"": ""total_second_semester_marks"", ""operand_to_remove"": ""second_semester_math_marks"", ""original_operands"": [""second_semester_arts_marks"", ""second_semester_math_marks"", ""second_semester_science_marks""]}",data/conceptual-error-candidates/tier3/5376/google_gemini-2.5-flash_incomplete_calculation_total_second_semester_marks_.json,7,6,0.8571428571428571,late,mauro
5451,tier3,google_gemini-2.5-flash,incomplete_calculation,L4,total_lace_cm,600.0,500.0,-8665454414999195065,2025-07-21,12:32:44,"{""type"": ""incomplete_calculation"", ""target_variable"": ""total_lace_cm"", ""operand_to_remove"": ""total_cuff_lace"", ""original_operands"": [""hem_length"", ""total_cuff_lace"", ""total_ruffle_lace"", ""waist_length""]}",data/conceptual-error-candidates/tier3/5451/google_gemini-2.5-flash_incomplete_calculation_total_lace_cm_.json,6,4,0.6666666666666666,late,arvind
5473,tier3,google_gemini-2.5-flash,incomplete_calculation,L4,total_earnings,1200.0,600.0,8995534969825518076,2025-07-21,12:32:44,"{""type"": ""incomplete_calculation"", ""target_variable"": ""total_earnings"", ""operand_to_remove"": ""earnings_month2"", ""original_operands"": [""earnings_month1"", ""earnings_month2"", ""earnings_month3""]}",data/conceptual-error-candidates/tier3/5473/google_gemini-2.5-flash_incomplete_calculation_total_earnings_.json,4,4,1.0,late,arvind
