problem_index,rigorous_score,expected_json,predicted_json,full_prediction_text,sanitized_predicted_json,sanitized_expected_json,new_rigorous_score,score_difference
1951,1.0,"{""L1"": ""5+5=10"", ""L2"": ""100-10=80"", ""L3"": ""80/10=8"", ""L4"": ""8+1=9"", ""FA"": """"}","{""L1"": ""5+5=10"", ""L2"": ""100-10=80"", ""L3"": ""80/10=8"", ""L4"": ""8+1=9"", ""FA"": """"}","{
  ""L1"": ""5+5=10"",
  ""L2"": ""100-10=80"",
  ""L3"": ""80/10=8"",
  ""L4"": ""8+1=9"",
  ""FA"": """"
}","{'L1': '5+5=10', 'L2': '100-10=80', 'L3': '80/10=8', 'L4': '8+1=9', 'FA': ''}","{'L1': '5+5=10', 'L2': '100-10=80', 'L3': '80/10=8', 'L4': '8+1=9', 'FA': ''}",1.0,0.0
687,1.0,"{""L1"": ""24/2*1=12"", ""L2"": ""24/2*2=24"", ""L3"": ""12+24=39"", ""L4"": ""39-30=9"", ""FA"": """"}","{""L1"": ""24/2*1=12"", ""L2"": ""24/2*2=24"", ""L3"": ""12+24=39"", ""L4"": ""39-30=9"", ""FA"": """"}","{
  ""L1"": ""24/2*1=12"",
  ""L2"": ""24/2*2=24"",
  ""L3"": ""12+24=39"",
  ""L4"": ""39-30=9"",
  ""FA"": """"
}","{'L1': '24/2*1=12', 'L2': '24/2*2=24', 'L3': '12+24=39', 'L4': '39-30=9', 'FA': ''}","{'L1': '24/2*1=12', 'L2': '24/2*2=24', 'L3': '12+24=39', 'L4': '39-30=9', 'FA': ''}",1.0,0.0
4373,1.0,"{""L1"": ""32/2=16"", ""L2"": ""11+14+16=37"", ""L3"": ""37*6=222"", ""L4"": ""222-99=123"", ""FA"": """"}","{""L1"": ""32/2=16"", ""L2"": ""11+14+16=37"", ""L3"": ""37*6=222"", ""L4"": ""222-99=123"", ""FA"": """"}","{
  ""L1"": ""32/2=16"",
  ""L2"": ""11+14+16=37"",
  ""L3"": ""37*6=222"",
  ""L4"": ""222-99=123"",
  ""FA"": """"
}","{'L1': '32/2=16', 'L2': '11+14+16=37', 'L3': '37*6=222', 'L4': '222-99=123', 'FA': ''}","{'L1': '32/2=16', 'L2': '11+14+16=37', 'L3': '37*6=222', 'L4': '222-99=123', 'FA': ''}",1.0,0.0
7126,1.0,"{""L1"": ""100-30=70"", ""L2"": ""100+70=710"", ""L3"": ""710*10/100=71"", ""L4"": ""710-71=639"", ""FA"": """"}","{""L1"": ""100-30=70"", ""L2"": ""100+70=710"", ""L3"": ""710*10/100=71.00"", ""L4"": ""710-71=639"", ""FA"": """"}","{
  ""L1"": ""100-30=70"",
  ""L2"": ""100+70=710"",
  ""L3"": ""710*10/100=71.00"",
  ""L4"": ""710-71=639"",
  ""FA"": """"
}","{'L1': '100-30=70', 'L2': '100+70=710', 'L3': '710*10/100=71.00', 'L4': '710-71=639', 'FA': ''}","{'L1': '100-30=70', 'L2': '100+70=710', 'L3': '710*10/100=71', 'L4': '710-71=639', 'FA': ''}",1.0,0.0
4945,1.0,"{""L1"": ""300/3*2=2000"", ""L2"": ""2000/2=1000"", ""L3"": ""2000/2=1000"", ""L4"": ""1000/2=500"", ""L5"": ""1000-500=500"", ""FA"": """"}","{""L1"": ""300/3*2=2000"", ""L2"": ""2000/2=1000"", ""L3"": ""2000/2=1000"", ""L4"": ""1000/2=500"", ""L5"": ""1000-500=500"", ""FA"": """"}","{
  ""L1"": ""300/3*2=2000"",
  ""L2"": ""2000/2=1000"",
  ""L3"": ""2000/2=1000"",
  ""L4"": ""1000/2=500"",
  ""L5"": ""1000-500=500"",
  ""FA"": """"
}","{'L1': '300/3*2=2000', 'L2': '2000/2=1000', 'L3': '2000/2=1000', 'L4': '1000/2=500', 'L5': '1000-500=500', 'FA': ''}","{'L1': '300/3*2=2000', 'L2': '2000/2=1000', 'L3': '2000/2=1000', 'L4': '1000/2=500', 'L5': '1000-500=500', 'FA': ''}",1.0,0.0
4238,1.0,"{""L1"": ""8/4=2"", ""L2"": ""8-2+1=7"", ""L3"": ""7+3=6"", ""L4"": ""12-6=6"", ""FA"": """"}","{""L1"": ""8/4=2"", ""L2"": ""8-2+1=7"", ""L3"": ""7+3=6"", ""L4"": ""12-6=6"", ""FA"": """"}","{
  ""L1"": ""8/4=2"",
  ""L2"": ""8-2+1=7"",
  ""L3"": ""7+3=6"",
  ""L4"": ""12-6=6"",
  ""FA"": """"
}","{'L1': '8/4=2', 'L2': '8-2+1=7', 'L3': '7+3=6', 'L4': '12-6=6', 'FA': ''}","{'L1': '8/4=2', 'L2': '8-2+1=7', 'L3': '7+3=6', 'L4': '12-6=6', 'FA': ''}",1.0,0.0
7439,1.0,"{""L1"": ""96/2=48"", ""L2"": ""48/4=12"", ""L3"": ""48/8=6"", ""L4"": ""12+6=81"", ""L5"": ""96-81=15"", ""FA"": """"}","{""L1"": ""96/2=48"", ""L2"": ""48/4=12"", ""L3"": ""48/8=6"", ""L4"": ""12+6=81"", ""L5"": ""96-81=15"", ""FA"": """"}","{
  ""L1"": ""96/2=48"",
  ""L2"": ""48/4=12"",
  ""L3"": ""48/8=6"",
  ""L4"": ""12+6=81"",
  ""L5"": ""96-81=15"",
  ""FA"": """"
}","{'L1': '96/2=48', 'L2': '48/4=12', 'L3': '48/8=6', 'L4': '12+6=81', 'L5': '96-81=15', 'FA': ''}","{'L1': '96/2=48', 'L2': '48/4=12', 'L3': '48/8=6', 'L4': '12+6=81', 'L5': '96-81=15', 'FA': ''}",1.0,0.0
6344,1.0,"{""L1"": ""5*2=10"", ""L2"": ""10*1000=100000"", ""L3"": ""100000/250=400"", ""FA"": """"}","{""L1"": ""5*2=10"", ""L2"": ""10*1000=100000"", ""L3"": ""100000/250=400"", ""FA"": """"}","{
  ""L1"": ""5*2=10"",
  ""L2"": ""10*1000=100000"",
  ""L3"": ""100000/250=400"",
  ""FA"": """"
}","{'L1': '5*2=10', 'L2': '10*1000=100000', 'L3': '100000/250=400', 'FA': ''}","{'L1': '5*2=10', 'L2': '10*1000=100000', 'L3': '100000/250=400', 'FA': ''}",1.0,0.0
3004,0.8333333333333334,"{""L1"": ""12*4=48"", ""L2"": ""48/6=8"", ""L3"": ""8*5=40"", ""L4"": ""48/8=6"", ""L5"": ""6*3=18"", ""L6"": ""40-18=18"", ""FA"": """"}","{""L1"": ""12*4=48"", ""L2"": ""48/6=8"", ""L3"": ""8*5=40"", ""L4"": ""6*3=18"", ""L5"": ""6*3=18"", ""L6"": ""40-18=18"", ""FA"": """"}","{
  ""L1"": ""12*4=48"",
  ""L2"": ""48/6=8"",
  ""L3"": ""8*5=40"",
  ""L4"": ""6*3=18"",
  ""L5"": ""6*3=18"",
  ""L6"": ""40-18=18"",
  ""FA"": """"
}","{'L1': '12*4=48', 'L2': '48/6=8', 'L3': '8*5=40', 'L4': '6*3=18', 'L5': '6*3=18', 'L6': '40-18=18', 'FA': ''}","{'L1': '12*4=48', 'L2': '48/6=8', 'L3': '8*5=40', 'L4': '48/8=6', 'L5': '6*3=18', 'L6': '40-18=18', 'FA': ''}",0.8333333333333334,0.0
6073,1.0,"{""L1"": ""35/5=7"", ""L2"": ""7*3=12"", ""L3"": ""35-12=23"", ""L4"": ""10*3=30"", ""L5"": ""30-10=20"", ""L6"": ""23+20=43"", ""FA"": """"}","{""L1"": ""35/5=7"", ""L2"": ""7*3=12"", ""L3"": ""35-12=23"", ""L4"": ""10*3=30"", ""L5"": ""30-10=20"", ""L6"": ""23+20=43"", ""FA"": """"}","{
  ""L1"": ""35/5=7"",
  ""L2"": ""7*3=12"",
  ""L3"": ""35-12=23"",
  ""L4"": ""10*3=30"",
  ""L5"": ""30-10=20"",
  ""L6"": ""23+20=43"",
  ""FA"": """"
}","{'L1': '35/5=7', 'L2': '7*3=12', 'L3': '35-12=23', 'L4': '10*3=30', 'L5': '30-10=20', 'L6': '23+20=43', 'FA': ''}","{'L1': '35/5=7', 'L2': '7*3=12', 'L3': '35-12=23', 'L4': '10*3=30', 'L5': '30-10=20', 'L6': '23+20=43', 'FA': ''}",1.0,0.0
3061,1.0,"{""L1"": ""35+5=41"", ""L2"": ""35+41=76"", ""L3"": ""76*10=760"", ""L4"": ""4/5*760=608"", ""L5"": ""760-608=152"", ""FA"": """"}","{""L1"": ""35+5=41"", ""L2"": ""35+41=76"", ""L3"": ""76*10=760"", ""L4"": ""4/5*760=608"", ""L5"": ""760-608=152"", ""FA"": """"}","{
  ""L1"": ""35+5=41"",
  ""L2"": ""35+41=76"",
  ""L3"": ""76*10=760"",
  ""L4"": ""4/5*760=608"",
  ""L5"": ""760-608=152"",
  ""FA"": """"
}","{'L1': '35+5=41', 'L2': '35+41=76', 'L3': '76*10=760', 'L4': '4/5*760=608', 'L5': '760-608=152', 'FA': ''}","{'L1': '35+5=41', 'L2': '35+41=76', 'L3': '76*10=760', 'L4': '4/5*760=608', 'L5': '760-608=152', 'FA': ''}",1.0,0.0
1334,1.0,"{""L1"": ""1500-135-141=1224"", ""L2"": ""8-2=6"", ""L3"": ""1224/6=240"", ""FA"": """"}","{""L1"": ""1500-135-141=1224"", ""L2"": ""8-2=6"", ""L3"": ""1224/6=240"", ""FA"": """"}","{
  ""L1"": ""1500-135-141=1224"",
  ""L2"": ""8-2=6"",
  ""L3"": ""1224/6=240"",
  ""FA"": """"
}","{'L1': '1500-135-141=1224', 'L2': '8-2=6', 'L3': '1224/6=240', 'FA': ''}","{'L1': '1500-135-141=1224', 'L2': '8-2=6', 'L3': '1224/6=240', 'FA': ''}",1.0,0.0
3216,1.0,"{""L1"": ""12/2=6"", ""L2"": ""12*2=24"", ""L3"": ""24-6=81"", ""L4"": ""81*3=243"", ""FA"": """"}","{""L1"": ""12/2=6"", ""L2"": ""12*2=24"", ""L3"": ""24-6=81"", ""L4"": ""81*3=243"", ""FA"": """"}","{
  ""L1"": ""12/2=6"",
  ""L2"": ""12*2=24"",
  ""L3"": ""24-6=81"",
  ""L4"": ""81*3=243"",
  ""FA"": """"
}","{'L1': '12/2=6', 'L2': '12*2=24', 'L3': '24-6=81', 'L4': '81*3=243', 'FA': ''}","{'L1': '12/2=6', 'L2': '12*2=24', 'L3': '24-6=81', 'L4': '81*3=243', 'FA': ''}",1.0,0.0
5534,1.0,"{""L1"": ""20*20=400"", ""L2"": ""600*40/100=240"", ""L3"": ""24*15=360"", ""L4"": ""400+240+360=1000"", ""L5"": ""1000+1500=2500"", ""L6"": ""2500-2345=515"", ""FA"": """"}","{""L1"": ""20*20=400"", ""L2"": ""600*40/100=240"", ""L3"": ""24*15=360"", ""L4"": ""400+240+360=1000"", ""L5"": ""1000+1500=2500"", ""L6"": ""2500-2345=515"", ""FA"": """"}","{
  ""L1"": ""20*20=400"",
  ""L2"": ""600*40/100=240"",
  ""L3"": ""24*15=360"",
  ""L4"": ""400+240+360=1000"",
  ""L5"": ""1000+1500=2500"",
  ""L6"": ""2500-2345=515"",
  ""FA"": """"
}","{'L1': '20*20=400', 'L2': '600*40/100=240', 'L3': '24*15=360', 'L4': '400+240+360=1000', 'L5': '1000+1500=2500', 'L6': '2500-2345=515', 'FA': ''}","{'L1': '20*20=400', 'L2': '600*40/100=240', 'L3': '24*15=360', 'L4': '400+240+360=1000', 'L5': '1000+1500=2500', 'L6': '2500-2345=515', 'FA': ''}",1.0,0.0
3553,1.0,"{""L1"": ""120/4=30"", ""L2"": ""3*30=90"", ""L3"": ""120/6=20"", ""L4"": ""3*20=60"", ""L5"": ""120+60-90=94"", ""FA"": """"}","{""L1"": ""120/4=30"", ""L2"": ""3*30=90"", ""L3"": ""120/6=20"", ""L4"": ""3*20=60"", ""L5"": ""120+60-90=94"", ""FA"": """"}","{
  ""L1"": ""120/4=30"",
  ""L2"": ""3*30=90"",
  ""L3"": ""120/6=20"",
  ""L4"": ""3*20=60"",
  ""L5"": ""120+60-90=94"",
  ""FA"": """"
}","{'L1': '120/4=30', 'L2': '3*30=90', 'L3': '120/6=20', 'L4': '3*20=60', 'L5': '120+60-90=94', 'FA': ''}","{'L1': '120/4=30', 'L2': '3*30=90', 'L3': '120/6=20', 'L4': '3*20=60', 'L5': '120+60-90=94', 'FA': ''}",1.0,0.0
5727,1.0,"{""L1"": ""9*6=54"", ""L2"": ""54*4=216"", ""L3"": ""216-3=218"", ""L4"": ""54+218+6=278"", ""FA"": """"}","{""L1"": ""9*6=54"", ""L2"": ""54*4=216"", ""L3"": ""216-3=218"", ""L4"": ""54+218+6=278"", ""FA"": """"}","{
  ""L1"": ""9*6=54"",
  ""L2"": ""54*4=216"",
  ""L3"": ""216-3=218"",
  ""L4"": ""54+218+6=278"",
  ""FA"": """"
}","{'L1': '9*6=54', 'L2': '54*4=216', 'L3': '216-3=218', 'L4': '54+218+6=278', 'FA': ''}","{'L1': '9*6=54', 'L2': '54*4=216', 'L3': '216-3=218', 'L4': '54+218+6=278', 'FA': ''}",1.0,0.0
6494,1.0,"{""L1"": ""20*50=1000"", ""L2"": ""1000*2=200"", ""L3"": ""3*3000=9000"", ""L4"": ""12000+1000+200+9000=22200"", ""FA"": """"}","{""L1"": ""20*50=1000"", ""L2"": ""1000*2=200"", ""L3"": ""3*3000=9000"", ""L4"": ""12000+1000+200+9000=22200"", ""FA"": """"}","{
  ""L1"": ""20*50=1000"",
  ""L2"": ""1000*2=200"",
  ""L3"": ""3*3000=9000"",
  ""L4"": ""12000+1000+200+9000=22200"",
  ""FA"": """"
}","{'L1': '20*50=1000', 'L2': '1000*2=200', 'L3': '3*3000=9000', 'L4': '12000+1000+200+9000=22200', 'FA': ''}","{'L1': '20*50=1000', 'L2': '1000*2=200', 'L3': '3*3000=9000', 'L4': '12000+1000+200+9000=22200', 'FA': ''}",1.0,0.0
6900,1.0,"{""L1"": ""6*2=21"", ""L2"": ""21+8=29"", ""L3"": ""29*4=116"", ""FA"": """"}","{""L1"": ""6*2=21"", ""L2"": ""21+8=29"", ""L3"": ""29*4=116"", ""FA"": """"}","{
  ""L1"": ""6*2=21"",
  ""L2"": ""21+8=29"",
  ""L3"": ""29*4=116"",
  ""FA"": """"
}","{'L1': '6*2=21', 'L2': '21+8=29', 'L3': '29*4=116', 'FA': ''}","{'L1': '6*2=21', 'L2': '21+8=29', 'L3': '29*4=116', 'FA': ''}",1.0,0.0
1683,1.0,"{""L1"": ""7+7=14"", ""L2"": ""14+5=91"", ""L3"": ""7+14+91=112"", ""FA"": """"}","{""L1"": ""7+7=14"", ""L2"": ""14+5=91"", ""L3"": ""7+14+91=112"", ""FA"": """"}","{
  ""L1"": ""7+7=14"",
  ""L2"": ""14+5=91"",
  ""L3"": ""7+14+91=112"",
  ""FA"": """"
}","{'L1': '7+7=14', 'L2': '14+5=91', 'L3': '7+14+91=112', 'FA': ''}","{'L1': '7+7=14', 'L2': '14+5=91', 'L3': '7+14+91=112', 'FA': ''}",1.0,0.0
3401,1.0,"{""L1"": ""13+8=21"", ""L2"": ""21-5=16"", ""L3"": ""16-6=11"", ""FA"": """"}","{""L1"": ""13+8=21"", ""L2"": ""21-5=16"", ""L3"": ""16-6=11"", ""FA"": """"}","{
  ""L1"": ""13+8=21"",
  ""L2"": ""21-5=16"",
  ""L3"": ""16-6=11"",
  ""FA"": """"
}","{'L1': '13+8=21', 'L2': '21-5=16', 'L3': '16-6=11', 'FA': ''}","{'L1': '13+8=21', 'L2': '21-5=16', 'L3': '16-6=11', 'FA': ''}",1.0,0.0
6476,1.0,"{""L1"": ""60*4=240"", ""L2"": ""60*5=300"", ""L3"": ""60+240+300=6000"", ""FA"": """"}","{""L1"": ""60*4=240"", ""L2"": ""60*5=300"", ""L3"": ""60+240+300=6000"", ""FA"": """"}","{
  ""L1"": ""60*4=240"",
  ""L2"": ""60*5=300"",
  ""L3"": ""60+240+300=6000"",
  ""FA"": """"
}","{'L1': '60*4=240', 'L2': '60*5=300', 'L3': '60+240+300=6000', 'FA': ''}","{'L1': '60*4=240', 'L2': '60*5=300', 'L3': '60+240+300=6000', 'FA': ''}",1.0,0.0
6942,1.0,"{""L1"": ""23*2=64"", ""L2"": ""23*3=69"", ""L3"": ""69*4=276"", ""L4"": ""276+64=340"", ""FA"": """"}","{""L1"": ""23*2=64"", ""L2"": ""23*3=69"", ""L3"": ""69*4=276"", ""L4"": ""276+64=340"", ""FA"": """"}","{
  ""L1"": ""23*2=64"",
  ""L2"": ""23*3=69"",
  ""L3"": ""69*4=276"",
  ""L4"": ""276+64=340"",
  ""FA"": """"
}","{'L1': '23*2=64', 'L2': '23*3=69', 'L3': '69*4=276', 'L4': '276+64=340', 'FA': ''}","{'L1': '23*2=64', 'L2': '23*3=69', 'L3': '69*4=276', 'L4': '276+64=340', 'FA': ''}",1.0,0.0
3879,1.0,"{""L1"": ""15*5=75"", ""L2"": ""75*7=255"", ""FA"": """"}","{""L1"": ""15*5=75"", ""L2"": ""75*7=255"", ""FA"": """"}","{
  ""L1"": ""15*5=75"",
  ""L2"": ""75*7=255"",
  ""FA"": """"
}","{'L1': '15*5=75', 'L2': '75*7=255', 'FA': ''}","{'L1': '15*5=75', 'L2': '75*7=255', 'FA': ''}",1.0,0.0
7072,1.0,"{""L1"": ""5+5=10"", ""L2"": ""3*10=30"", ""L3"": ""30+10=30"", ""L4"": ""30-5=25"", ""L5"": ""25+5=30"", ""FA"": """"}","{""L1"": ""5+5=10"", ""L2"": ""3*10=30"", ""L3"": ""30+10=30"", ""L4"": ""30-5=25"", ""L5"": ""25+5=30"", ""FA"": """"}","{
  ""L1"": ""5+5=10"",
  ""L2"": ""3*10=30"",
  ""L3"": ""30+10=30"",
  ""L4"": ""30-5=25"",
  ""L5"": ""25+5=30"",
  ""FA"": """"
}","{'L1': '5+5=10', 'L2': '3*10=30', 'L3': '30+10=30', 'L4': '30-5=25', 'L5': '25+5=30', 'FA': ''}","{'L1': '5+5=10', 'L2': '3*10=30', 'L3': '30+10=30', 'L4': '30-5=25', 'L5': '25+5=30', 'FA': ''}",1.0,0.0
5934,1.0,"{""L1"": ""4*40=610"", ""L2"": ""610+40=650"", ""L3"": ""2*610=1220"", ""L4"": ""1220+650=1870"", ""FA"": """"}","{""L1"": ""4*40=610"", ""L2"": ""610+40=650"", ""L3"": ""2*610=1220"", ""L4"": ""1220+650=1870"", ""FA"": """"}","{
  ""L1"": ""4*40=610"",
  ""L2"": ""610+40=650"",
  ""L3"": ""2*610=1220"",
  ""L4"": ""1220+650=1870"",
  ""FA"": """"
}","{'L1': '4*40=610', 'L2': '610+40=650', 'L3': '2*610=1220', 'L4': '1220+650=1870', 'FA': ''}","{'L1': '4*40=610', 'L2': '610+40=650', 'L3': '2*610=1220', 'L4': '1220+650=1870', 'FA': ''}",1.0,0.0
2987,1.0,"{""L1"": ""18/120=0.15"", ""L2"": ""100*0.15=15"", ""L3"": ""100-65-18=17"", ""FA"": """"}","{""L1"": ""18/120=0.15"", ""L2"": ""100*0.15=15"", ""L3"": ""100-65-18=17"", ""FA"": """"}","{
  ""L1"": ""18/120=0.15"",
  ""L2"": ""100*0.15=15"",
  ""L3"": ""100-65-18=17"",
  ""FA"": """"
}","{'L1': '18/120=0.15', 'L2': '100*0.15=15', 'L3': '100-65-18=17', 'FA': ''}","{'L1': '18/120=0.15', 'L2': '100*0.15=15', 'L3': '100-65-18=17', 'FA': ''}",1.0,0.0
6979,1.0,"{""L1"": ""48/4=12"", ""L2"": ""3.5*12=42"", ""L3"": ""48+42=90"", ""FA"": """"}","{""L1"": ""48/4=12"", ""L2"": ""3.5*12=42"", ""L3"": ""48+42=90"", ""FA"": """"}","{
  ""L1"": ""48/4=12"",
  ""L2"": ""3.5*12=42"",
  ""L3"": ""48+42=90"",
  ""FA"": """"
}","{'L1': '48/4=12', 'L2': '3.5*12=42', 'L3': '48+42=90', 'FA': ''}","{'L1': '48/4=12', 'L2': '3.5*12=42', 'L3': '48+42=90', 'FA': ''}",1.0,0.0
6483,1.0,"{""L1"": ""2/2=1"", ""L2"": ""20/1=20"", ""FA"": """"}","{""L1"": ""2/2=1"", ""L2"": ""20/1=20"", ""FA"": """"}","{
  ""L1"": ""2/2=1"",
  ""L2"": ""20/1=20"",
  ""FA"": """"
}","{'L1': '2/2=1', 'L2': '20/1=20', 'FA': ''}","{'L1': '2/2=1', 'L2': '20/1=20', 'FA': ''}",1.0,0.0
2755,1.0,"{""L1"": ""2/5*40=16"", ""L2"": ""40+16=56"", ""L3"": ""40*0.25=10"", ""L4"": ""0.15*40=6"", ""L5"": ""10+6=16"", ""FA"": """"}","{""L1"": ""2/5*40=16"", ""L2"": ""40+16=56"", ""L3"": ""40*0.25=10.00"", ""L4"": ""0.15*40=6.00"", ""L5"": ""10+6=16"", ""FA"": """"}","{
  ""L1"": ""2/5*40=16"",
  ""L2"": ""40+16=56"",
  ""L3"": ""40*0.25=10.00"",
  ""L4"": ""0.15*40=6.00"",
  ""L5"": ""10+6=16"",
  ""FA"": """"
}","{'L1': '2/5*40=16', 'L2': '40+16=56', 'L3': '40*0.25=10.00', 'L4': '0.15*40=6.00', 'L5': '10+6=16', 'FA': ''}","{'L1': '2/5*40=16', 'L2': '40+16=56', 'L3': '40*0.25=10', 'L4': '0.15*40=6', 'L5': '10+6=16', 'FA': ''}",1.0,0.0
2969,1.0,"{""L1"": ""2*20=40"", ""L2"": ""80/2=40"", ""L3"": ""40/40=1"", ""FA"": """"}","{""L1"": ""2*20=40"", ""L2"": ""80/2=40"", ""L3"": ""40/40=1"", ""FA"": """"}","{
  ""L1"": ""2*20=40"",
  ""L2"": ""80/2=40"",
  ""L3"": ""40/40=1"",
  ""FA"": """"
}","{'L1': '2*20=40', 'L2': '80/2=40', 'L3': '40/40=1', 'FA': ''}","{'L1': '2*20=40', 'L2': '80/2=40', 'L3': '40/40=1', 'FA': ''}",1.0,0.0
5191,1.0,"{""L1"": ""40/50=0.8"", ""L2"": ""0.8*100=80"", ""FA"": """"}","{""L1"": ""40/50=0.8"", ""L2"": ""0.8*100=80"", ""FA"": """"}","{
  ""L1"": ""40/50=0.8"",
  ""L2"": ""0.8*100=80"",
  ""FA"": """"
}","{'L1': '40/50=0.8', 'L2': '0.8*100=80', 'FA': ''}","{'L1': '40/50=0.8', 'L2': '0.8*100=80', 'FA': ''}",1.0,0.0
762,0.8,"{""L1"": ""20*5=100"", ""L2"": ""100*40*.01=40"", ""L3"": ""100-40=60"", ""L4"": ""60/2=30"", ""L5"": ""60-30=30"", ""FA"": """"}","{""L1"": ""20*5=100"", ""L2"": ""100*40%=40"", ""L3"": ""100-40=60"", ""L4"": ""60/2=30"", ""L5"": ""60-30=30"", ""FA"": """"}","{
  ""L1"": ""20*5=100"",
  ""L2"": ""100*40%=40"",
  ""L3"": ""100-40=60"",
  ""L4"": ""60/2=30"",
  ""L5"": ""60-30=30"",
  ""FA"": """"
}","{'L1': '20*5=100', 'L2': '100*40=40', 'L3': '100-40=60', 'L4': '60/2=30', 'L5': '60-30=30', 'FA': ''}","{'L1': '20*5=100', 'L2': '100*40*.01=40', 'L3': '100-40=60', 'L4': '60/2=30', 'L5': '60-30=30', 'FA': ''}",0.8,0.0
5793,1.0,"{""L1"": ""12*0.5=6"", ""L2"": ""12-6=6"", ""L3"": ""2*6=12"", ""FA"": """"}","{""L1"": ""12*0.5=6"", ""L2"": ""12-6=6"", ""L3"": ""2*6=12"", ""FA"": """"}","{
  ""L1"": ""12*0.5=6"",
  ""L2"": ""12-6=6"",
  ""L3"": ""2*6=12"",
  ""FA"": """"
}","{'L1': '12*0.5=6', 'L2': '12-6=6', 'L3': '2*6=12', 'FA': ''}","{'L1': '12*0.5=6', 'L2': '12-6=6', 'L3': '2*6=12', 'FA': ''}",1.0,0.0
5027,1.0,"{""L1"": ""12/3=4"", ""L2"": ""12+4+46+250=312"", ""L3"": ""0.25*312=78"", ""L4"": ""78/2=39"", ""FA"": """"}","{""L1"": ""12/3=4"", ""L2"": ""12+4+46+250=312"", ""L3"": ""0.25*312=78"", ""L4"": ""78/2=39"", ""FA"": """"}","{
  ""L1"": ""12/3=4"",
  ""L2"": ""12+4+46+250=312"",
  ""L3"": ""0.25*312=78"",
  ""L4"": ""78/2=39"",
  ""FA"": """"
}","{'L1': '12/3=4', 'L2': '12+4+46+250=312', 'L3': '0.25*312=78', 'L4': '78/2=39', 'FA': ''}","{'L1': '12/3=4', 'L2': '12+4+46+250=312', 'L3': '0.25*312=78', 'L4': '78/2=39', 'FA': ''}",1.0,0.0
4032,1.0,"{""L1"": ""70*0.5=35"", ""L2"": ""35*1/5=7"", ""L3"": ""70-35-7=28"", ""FA"": """"}","{""L1"": ""70*0.5=35"", ""L2"": ""35*1/5=7"", ""L3"": ""70-35-7=28"", ""FA"": """"}","{
  ""L1"": ""70*0.5=35"",
  ""L2"": ""35*1/5=7"",
  ""L3"": ""70-35-7=28"",
  ""FA"": """"
}","{'L1': '70*0.5=35', 'L2': '35*1/5=7', 'L3': '70-35-7=28', 'FA': ''}","{'L1': '70*0.5=35', 'L2': '35*1/5=7', 'L3': '70-35-7=28', 'FA': ''}",1.0,0.0
2904,1.0,"{""L1"": ""0.5*60=30"", ""L2"": ""20*0.5=10"", ""L3"": ""220-10=210"", ""L4"": ""210/30=7"", ""FA"": """"}","{""L1"": ""0.5*60=30"", ""L2"": ""20*0.5=10"", ""L3"": ""220-10=210"", ""L4"": ""210/30=7"", ""FA"": """"}","{
  ""L1"": ""0.5*60=30"",
  ""L2"": ""20*0.5=10"",
  ""L3"": ""220-10=210"",
  ""L4"": ""210/30=7"",
  ""FA"": """"
}","{'L1': '0.5*60=30', 'L2': '20*0.5=10', 'L3': '220-10=210', 'L4': '210/30=7', 'FA': ''}","{'L1': '0.5*60=30', 'L2': '20*0.5=10', 'L3': '220-10=210', 'L4': '210/30=7', 'FA': ''}",1.0,0.0
5614,1.0,"{""L1"": ""1000/5=200"", ""L2"": ""20*2=40"", ""L3"": ""200-40=160"", ""L4"": ""160/20=8"", ""FA"": """"}","{""L1"": ""1000/5=200"", ""L2"": ""20*2=40"", ""L3"": ""200-40=160"", ""L4"": ""160/20=8"", ""FA"": """"}","{
  ""L1"": ""1000/5=200"",
  ""L2"": ""20*2=40"",
  ""L3"": ""200-40=160"",
  ""L4"": ""160/20=8"",
  ""FA"": """"
}","{'L1': '1000/5=200', 'L2': '20*2=40', 'L3': '200-40=160', 'L4': '160/20=8', 'FA': ''}","{'L1': '1000/5=200', 'L2': '20*2=40', 'L3': '200-40=160', 'L4': '160/20=8', 'FA': ''}",1.0,0.0
3645,1.0,"{""L1"": ""12.5+3=15.5"", ""L2"": ""7*2=14"", ""L3"": ""14*5=70"", ""L4"": ""70/35=2"", ""L5"": ""3.75*2=7.5"", ""L6"": ""15.5+14+7.5=37"", ""L7"": ""37*2=74"", ""FA"": """"}","{""L1"": ""12.5+3=15.5"", ""L2"": ""7*2=14"", ""L3"": ""14*5=70"", ""L4"": ""70/35=2"", ""L5"": ""3.75*2=7.5"", ""L6"": ""15.5+14+7.5=37"", ""L7"": ""37*2=74"", ""FA"": """"}","{
  ""L1"": ""12.5+3=15.5"",
  ""L2"": ""7*2=14"",
  ""L3"": ""14*5=70"",
  ""L4"": ""70/35=2"",
  ""L5"": ""3.75*2=7.5"",
  ""L6"": ""15.5+14+7.5=37"",
  ""L7"": ""37*2=74"",
  ""FA"": """"
}","{'L1': '12.5+3=15.5', 'L2': '7*2=14', 'L3': '14*5=70', 'L4': '70/35=2', 'L5': '3.75*2=7.5', 'L6': '15.5+14+7.5=37', 'L7': '37*2=74', 'FA': ''}","{'L1': '12.5+3=15.5', 'L2': '7*2=14', 'L3': '14*5=70', 'L4': '70/35=2', 'L5': '3.75*2=7.5', 'L6': '15.5+14+7.5=37', 'L7': '37*2=74', 'FA': ''}",1.0,0.0
