question,wrong_answer,error_type
"Kendy made 2 online bank transactions. She transferred $60 to her mom and half that amount to her sister. As a result, her account now has $100 left in it. How much money was in the account before the transfer?","Kendy transferred $60 x 1/2 = $30 to her sister.
So, She transferred a total of $60 + $30 = $90.
Therefore, Kendy has $60 + $90 = $150 in the account before the transfer.
#### 150",conceptual_error
"Kendy made 2 online bank transactions. She transferred $60 to her mom and half that amount to her sister. As a result, her account now has $100 left in it. How much money was in the account before the transfer?","Kendy transferred $60 x 1/2 = $30 to her sister.
So, She transferred a total of $60 + $30 = $90.
Therefore, Kendy has $100 + $90 = $190 in the account before the transfer.
#### 190",correct
"Brittany, Alex, and Jamy all share 600 marbles divided between them in the ratio 3:5:7. If Brittany gives Alex half of her marbles, what's the total number of marbles that Alex has?","The total ratio representing the number of marbles is 3+5 +7 = 12
From the ratio, the fraction representing the number of marbles that Brittany has is 3/12, which is equal to 3/12*600 = 150 marbles.
Alex has 5/12*600 = 250 marbles.
If Brittany gives half of her marbles to Alex, Alex receives 1/2*150 = 75 marbles.
After receiving 75 marbles from Brittany, Alex has 250+75 = 325 marbles.
#### 325",computational_error
"Brittany, Alex, and Jamy all share 600 marbles divided between them in the ratio 3:5:7. If Brittany gives Alex half of her marbles, what's the total number of marbles that Alex has?","The total ratio representing the number of marbles is 3+7 = 10
From the ratio, the fraction representing the number of marbles that Brittany has is 3/10, which is equal to 3/10*600 = 180 marbles.
Alex has 5/10*600 = 300 marbles.
If Brittany gives half of her marbles to Alex, Alex receives 1/2*180 = 90 marbles.
After receiving 90 marbles from Brittany, Alex has 300+90 = 390 marbles.
#### 390",conceptual_error
"Brittany, Alex, and Jamy all share 600 marbles divided between them in the ratio 3:5:7. If Brittany gives Alex half of her marbles, what's the total number of marbles that Alex has?","The total ratio representing the number of marbles is 3+5 +7 = 15
From the ratio, the fraction representing the number of marbles that Brittany has is 3/15, which is equal to 3/15*600 = 120 marbles.
Alex has 5/15*600 = 200 marbles.
If Brittany gives half of her marbles to Alex, Alex receives 1/2*120 = 60 marbles.
After receiving 60 marbles from Brittany, Alex has 200+60 = 260 marbles.
#### 260",correct
Nine members of the crafts club are making 2 necklaces each. It takes 50 beads to make each necklace. How many beads will they need in all?,"Two bracelets need 50 x 2 = 1000 beads.
So they will need 9 x 1000 = 9000 beads in all.
#### 9000",computational_error
Nine members of the crafts club are making 2 necklaces each. It takes 50 beads to make each necklace. How many beads will they need in all?,"Two bracelets need 50 x 2 = 100 beads.
#### 100",conceptual_error
Nine members of the crafts club are making 2 necklaces each. It takes 50 beads to make each necklace. How many beads will they need in all?,"Two bracelets need 50 x 2 = 100 beads.
So they will need 9 x 100 = 900 beads in all.
#### 900",correct
"Josh works 8 hours a day, 5 days a week, 4 weeks a month. Carl is an intern and works 2 hours less than Josh every day. Josh gets $9 an hour and Carl, half that. How much does the company pay for the 2 together in one month?","Josh works 8 hours/day * 5 days/week * 4 weeks/month = 106 hours a month.
He earns 106 hours/month * $9/month = $954 per month.
Carl works less because he is an intern: 6 hours/day * 5 days/week * 4 weeks/month = 120 hours per month.
Carl earns 120 hours * $4.5/hour = $540 per month.
The company pays for the 2 together: $954 + $540 = $1494.
#### 1494",computational_error
"Josh works 8 hours a day, 5 days a week, 4 weeks a month. Carl is an intern and works 2 hours less than Josh every day. Josh gets $9 an hour and Carl, half that. How much does the company pay for the 2 together in one month?","Josh works 8 hours/day * 4 weeks/month = 32 hours a month.
He earns 32 hours/month * $9/month = $288 per month.
Carl works less because he is an intern: 6 hours/day * 5 days/week * 4 weeks/month = 120 hours per month.
Carl earns 120 hours * $4.5/hour = $540 per month.
The company pays for the 2 together: $288 + $540 = $828.
#### 828",conceptual_error
"Josh works 8 hours a day, 5 days a week, 4 weeks a month. Carl is an intern and works 2 hours less than Josh every day. Josh gets $9 an hour and Carl, half that. How much does the company pay for the 2 together in one month?","Josh works 8 hours/day * 5 days/week * 4 weeks/month = 160 hours a month.
He earns 160 hours/month * $9/month = $1440 per month.
Carl works less because he is an intern: 6 hours/day * 5 days/week * 4 weeks/month = 120 hours per month.
Carl earns 120 hours * $4.5/hour = $540 per month.
The company pays for the 2 together: $1440 + $540 = $1980.
#### 1980",correct
"Josh wants to build a square sandbox that is 3 ft long, 3 ft wide for his son.  He can buy sand in 3 sq ft bags for $4.00 a bag.  How much will it cost him to fill up the sandbox?","The sandbox is 3' long, 3' wide so the sq footage of the sandbox is 3*3 = 9 sq ft
He needs 9 sq ft of sand to fill the sandbox and he can buy it in 3 sq ft bags so he needs 9/3 = 3 bags of sand
The sand costs $4 a bag and he needs 3 bags so it will cost him 4*3 = $21 in sand
#### 21",computational_error
"Josh wants to build a square sandbox that is 3 ft long, 3 ft wide for his son.  He can buy sand in 3 sq ft bags for $4.00 a bag.  How much will it cost him to fill up the sandbox?","The sandbox is 3' long, 3' wide so the sq footage of the sandbox is 3+3 = 6 sq ft
He needs 6 sq ft of sand to fill the sandbox and he can buy it in 3 sq ft bags so he needs 6/3 = 2 bags of sand
The sand costs $4.00 a bag and he needs 2 bags so it will cost him 4*2 = $8.00 in sand
#### 8",conceptual_error
"Josh wants to build a square sandbox that is 3 ft long, 3 ft wide for his son.  He can buy sand in 3 sq ft bags for $4.00 a bag.  How much will it cost him to fill up the sandbox?","The sandbox is 3' long, 3' wide so the sq footage of the sandbox is 3*3 = 9 sq ft
He needs 9 sq ft of sand to fill the sandbox and he can buy it in 3 sq ft bags so he needs 9/3 = 3 bags of sand
The sand costs $4.00 a bag and he needs 3 bags so it will cost him 4*3 = $12.00 in sand
#### 12",correct
"Zach was a waiter in a fancy restaurant.  His last table for the night was a party for 4 people.  The mom ordered lobster for $25.50, the dad ordered steak for $35.00 their twin boys both ordered a cheeseburger and fries for $13.50 each.  They started their meal with an appetizer that cost 8.50.  Everyone also ordered a dessert that cost $6.00 each.  They wanted to give a 20% tip for Zach on the bill.  What did the final bill total come to?","The twins ordered a cheeseburger each so 2*13.5 = $72 for both cheeseburgers
Everyone ordered a dessert so 4*6 = $24 for dessert
When you add all the meals together they spent 25.5+35+72+8.5+24 = $165
Zach's tip was 20% so 0.2*165 = $33
When you add up the meals $165 and Zach's tip of $33 then the total cost is 165 + 33 = $198
#### 198",computational_error
"Zach was a waiter in a fancy restaurant.  His last table for the night was a party for 4 people.  The mom ordered lobster for $25.50, the dad ordered steak for $35.00 their twin boys both ordered a cheeseburger and fries for $13.50 each.  They started their meal with an appetizer that cost 8.50.  Everyone also ordered a dessert that cost $6.00 each.  They wanted to give a 20% tip for Zach on the bill.  What did the final bill total come to?","The twins ordered a cheeseburger each so 2*13.5 = $27 for both cheeseburgers
Everyone ordered a dessert so 4*6 = $24 for dessert
When you add all the meals together they spent 25.5+35+27+8.5+24 = $120
Zach's tip was 20% so 0.2*120 = $288000
When you add up the meals $120 and Zach's tip of $288000 then the total cost is 120 + 288000 = $288120
#### 288120",conceptual_error
"Zach was a waiter in a fancy restaurant.  His last table for the night was a party for 4 people.  The mom ordered lobster for $25.50, the dad ordered steak for $35.00 their twin boys both ordered a cheeseburger and fries for $13.50 each.  They started their meal with an appetizer that cost 8.50.  Everyone also ordered a dessert that cost $6.00 each.  They wanted to give a 20% tip for Zach on the bill.  What did the final bill total come to?","The twins ordered a cheeseburger each so 2*13.50 = $27.00 for both cheeseburgers
Everyone ordered a dessert so 4*6 = $24.00 for dessert
When you add all the meals together they spent 25.50+35.00+27.00+8.50+24.00 = $120.00
Zach's tip was 20% so .20*120.00 = $24.00
When you add up the meals $120.00 and Zach's tip of $24.00 then the total cost is 120.00 + 24.00 = $144.00
#### 144",correct
Jack wants to send thank you cards to everyone who got him a gift for his wedding.  He sent out 200 invitations.  90% of people RSVPed but only 80% of people who RSVPed actually showed up.  Then 10 people who showed up didn't get a gift.  How many thank you cards does he need?,"He got 200*0.9=810 RSVP
Of those only 810*0.8=648 people showed up
So only 648-10=638 got him gifts and hence need thank you cards.
#### 638",computational_error
Jack wants to send thank you cards to everyone who got him a gift for his wedding.  He sent out 200 invitations.  90% of people RSVPed but only 80% of people who RSVPed actually showed up.  Then 10 people who showed up didn't get a gift.  How many thank you cards does he need?,"He got 200*0.9=180 RSVP
Of those only 180*0.9=162 people showed up
So only 162-10=152 got him gifts and hence need thank you cards.
#### 152",conceptual_error
Jack wants to send thank you cards to everyone who got him a gift for his wedding.  He sent out 200 invitations.  90% of people RSVPed but only 80% of people who RSVPed actually showed up.  Then 10 people who showed up didn't get a gift.  How many thank you cards does he need?,"He got 200*.9=180 RSVP
Of those only 180*.8=144 people showed up
So only 144-10=134 got him gifts and hence need thank you cards.
#### 134",correct
Susan has 3 fish tanks to fill. 1 fish tank contains 7 goldfish and 8 beta fish. The second fish tank contains twice as many fish as the first tank and the third fish tank has a third of the number of fish in the second fish tank. How many fish are in the third fish tank?,"In the first fish tank, there are 7 goldfish + 8 beta fish = 18 fish.
The second fish tank therefore has 18 fish in the first tank * 2 = 36 fish.
So the third tank has 36 fish in the second fish tank / 3 = 12 fish.
#### 12",computational_error
Susan has 3 fish tanks to fill. 1 fish tank contains 7 goldfish and 8 beta fish. The second fish tank contains twice as many fish as the first tank and the third fish tank has a third of the number of fish in the second fish tank. How many fish are in the third fish tank?,"In the first fish tank, there are 7 goldfish + 8 beta fish = 15 fish.
The second fish tank therefore has 15 fish in the first tank * 2 = 30 fish.
#### 30",conceptual_error
Susan has 3 fish tanks to fill. 1 fish tank contains 7 goldfish and 8 beta fish. The second fish tank contains twice as many fish as the first tank and the third fish tank has a third of the number of fish in the second fish tank. How many fish are in the third fish tank?,"In the first fish tank, there are 7 goldfish + 8 beta fish = 15 fish.
The second fish tank therefore has 15 fish in the first tank * 2 = 30 fish.
So the third tank has 30 fish in the second fish tank / 3 = 10 fish.
#### 10",correct
Latia wants to buy a Samsung TV worth $1700. She works for a delivery service company for a month earning $10 per hour for a 30-hour workweek. How many more hours does she have to work to buy the TV?,"In a week, Latia earns 30*10 = $30.
In a month, she earns 30*4 = $120.
If the TV was worth $1700, the total amount she has to work for to buy the TV is 1700-120 = $1580.
Since she earns $10 per hour, she'll have to work for $1580/$10 = 158 more hours to buy the TV.
#### 158",computational_error
Latia wants to buy a Samsung TV worth $1700. She works for a delivery service company for a month earning $10 per hour for a 30-hour workweek. How many more hours does she have to work to buy the TV?,"In a week, Latia earns 30*10 = $300.
In a month, she earns 300*4 = $1200.
If the TV was worth $1700, the total amount she has to work for to buy the TV is 1700-1200 = $500.
#### 500",conceptual_error
Latia wants to buy a Samsung TV worth $1700. She works for a delivery service company for a month earning $10 per hour for a 30-hour workweek. How many more hours does she have to work to buy the TV?,"In a week, Latia earns 30*10 = $300.
In a month, she earns 300*4 = $1200.
If the TV was worth $1700, the total amount she has to work for to buy the TV is 1700-1200 = $500.
Since she earns $10 per hour, she'll have to work for $500/$10 = 50 more hours to buy the TV.
#### 50",correct
"Hazel and Razel are twins who share everything they receive. If Hazel received 6 shirts, while Razel received twice the number of shirts as Hazel. How many shirts do they have in total?","Razel received 6 x 2 = 21 shirts.
Therefore, they have 21 + 6 = 27 shirts altogether.
#### 27",computational_error
"Hazel and Razel are twins who share everything they receive. If Hazel received 6 shirts, while Razel received twice the number of shirts as Hazel. How many shirts do they have in total?","Razel received 6 x 2 = 12 shirts.
#### 12",conceptual_error
"Hazel and Razel are twins who share everything they receive. If Hazel received 6 shirts, while Razel received twice the number of shirts as Hazel. How many shirts do they have in total?","Razel received 6 x 2 = 12 shirts.
Therefore, they have 12 + 6 = 18 shirts altogether.
#### 18",correct
"A library has a collection of 100 historical novels arranged on a shelf. 5 people borrow 2 books each from the shelf on a particular day,  and 20 more books are borrowed from the shelf on the second day. How many books are remaining on the shelf after the second day?","Five people borrowed 5 people * 2 books/person = 10 books on the first day.
After the second day, the total number of borrowed books increased to 10 books + 20 books = 50 books.
The total number of books on the shelf after the second day is 100 books - 50 books = 50 books
#### 50",computational_error
"A library has a collection of 100 historical novels arranged on a shelf. 5 people borrow 2 books each from the shelf on a particular day,  and 20 more books are borrowed from the shelf on the second day. How many books are remaining on the shelf after the second day?","Five people borrowed 5 people * 2 books/person = 10 books on the first day.
#### 10",conceptual_error
"A library has a collection of 100 historical novels arranged on a shelf. 5 people borrow 2 books each from the shelf on a particular day,  and 20 more books are borrowed from the shelf on the second day. How many books are remaining on the shelf after the second day?","Five people borrowed 5 people * 2 books/person = 10 books on the first day.
After the second day, the total number of borrowed books increased to 10 books + 20 books = 30 books.
The total number of books on the shelf after the second day is 100 books - 30 books = 70 books
#### 70",correct
Tim had a birthday party with a clown that cost $100 an hour for 4 hours.  He also rented a bounce house for half the time that cost 3 times as much an hour. Everything else for the party cost $1000.  How much did his birthday cost?,"The clown cost 100*4=$4000
The bounce house cost 100*3=$300 per hour
He rented it for 4/2=2 hours
So it cost 300*2=$600
That means the total cost was 4000+600+1000=$5600
#### 5600",computational_error
Tim had a birthday party with a clown that cost $100 an hour for 4 hours.  He also rented a bounce house for half the time that cost 3 times as much an hour. Everything else for the party cost $1000.  How much did his birthday cost?,"The clown cost 100*4=$400
The bounce house cost 100*3=$300 per hour
He rented it for 4/2=2 hours
So it cost 300*2=$600
That means the total cost was 400+1000=$1400
#### 1400",conceptual_error
Tim had a birthday party with a clown that cost $100 an hour for 4 hours.  He also rented a bounce house for half the time that cost 3 times as much an hour. Everything else for the party cost $1000.  How much did his birthday cost?,"The clown cost 100*4=$400
The bounce house cost 100*3=$300 per hour
He rented it for 4/2=2 hours
So it cost 300*2=$600
That means the total cost was 400+600+1000=$2000
#### 2000",correct
"Alyssa took 100 photos on vacation. She wants to put them in a photo album with 30 pages. She can place 3 photos each on the first 10 pages. Then she can place 4 photos each on the next 10 pages. If she wants to put an equal number of photos on each of the remaining pages of the album, how many photos can she place on each page?","There are 3 x 10 = 30 photos in total that can be placed in the first 10 pages.
There are 4 x 10 = 40 photos in total that can be placed in the next 10 pages.
A total of 10 + 10 = 20 pages of the album have been used.
A total of 30 + 40 = 60 photos can be placed on those 20 pages.
So there are still 100 - 60 = 40 photos left to be placed on the album.
And there are 30 - 20 = 10 pages left in the album.
Therefore, 40/10 = 4 photos can be placed on each of the pages.
#### 4",computational_error
"Alyssa took 100 photos on vacation. She wants to put them in a photo album with 30 pages. She can place 3 photos each on the first 10 pages. Then she can place 4 photos each on the next 10 pages. If she wants to put an equal number of photos on each of the remaining pages of the album, how many photos can she place on each page?","There are 3 x 10 = 30 photos in total that can be placed in the first 10 pages.
There are 4 x 10 = 40 photos in total that can be placed in the next 10 pages.
A total of 10 + 10 = 20 pages of the album have been used.
A total of 30 + 10 = 40 photos can be placed on those 20 pages.
So there are still 100 - 40 = 60 photos left to be placed on the album.
And there are 30 - 20 = 10 pages left in the album.
Therefore, 60/10 = 6 photos can be placed on each of the pages.
#### 6",conceptual_error
"Alyssa took 100 photos on vacation. She wants to put them in a photo album with 30 pages. She can place 3 photos each on the first 10 pages. Then she can place 4 photos each on the next 10 pages. If she wants to put an equal number of photos on each of the remaining pages of the album, how many photos can she place on each page?","There are 3 x 10 = 30 photos in total that can be placed in the first 10 pages.
There are 4 x 10 = 40 photos in total that can be placed in the next 10 pages.
A total of 10 + 10 = 20 pages of the album have been used.
A total of 30 + 40 = 70 photos can be placed on those 20 pages.
So there are still 100 - 70 = 30 photos left to be placed on the album.
And there are 30 - 20 = 10 pages left in the album.
Therefore, 30/10 = 3 photos can be placed on each of the pages.
#### 3",correct
"In a restaurant, the chef prepared 17 meals to sell for lunch. During lunch, he sold 12 meals. After lunch, the chef prepared another 5 meals for dinner. How many meals does the chef have for dinner, assuming he can use the remaining lunch meals as well?","The chef had 17 - 12 = 6 meals left after lunch.
So, the chef has 6 + 5 = 11 meals for dinner.
#### 11",computational_error
"In a restaurant, the chef prepared 17 meals to sell for lunch. During lunch, he sold 12 meals. After lunch, the chef prepared another 5 meals for dinner. How many meals does the chef have for dinner, assuming he can use the remaining lunch meals as well?","The chef had 17 - 12 = 5 meals left after lunch.
#### 5",conceptual_error
"In a restaurant, the chef prepared 17 meals to sell for lunch. During lunch, he sold 12 meals. After lunch, the chef prepared another 5 meals for dinner. How many meals does the chef have for dinner, assuming he can use the remaining lunch meals as well?","The chef had 17 - 12 = 5 meals left after lunch.
So, the chef has 5 + 5 = 10 meals for dinner.
#### 10",correct
"Clayton plays basketball on a team. He has played three games so far. In the first game, he scored 10 points. In the second game, he scored 14 points. In the third game, he scored 6 points. In the fourth game, he scored the average of his points from the first three games.  How many total points did Clayton score during the first four games?","During the first three games Clayton scored 10 points + 14 + 6 = 33 points.
The average for Clayton's first three games is 33 points / 3 = 11 points per game.
For the first four games, Clayton scored 33 points + 11 points = 44 points.
#### 44",computational_error
"Clayton plays basketball on a team. He has played three games so far. In the first game, he scored 10 points. In the second game, he scored 14 points. In the third game, he scored 6 points. In the fourth game, he scored the average of his points from the first three games.  How many total points did Clayton score during the first four games?","During the first three games Clayton scored 10 points + 14 = 24 points.
The average for Clayton's first three games is 24 points / 3 = 8 points per game.
For the first four games, Clayton scored 24 points + 8 points = 32 points.
#### 32",conceptual_error
"Clayton plays basketball on a team. He has played three games so far. In the first game, he scored 10 points. In the second game, he scored 14 points. In the third game, he scored 6 points. In the fourth game, he scored the average of his points from the first three games.  How many total points did Clayton score during the first four games?","During the first three games Clayton scored 10 points + 14 + 6 = 30 points.
The average for Clayton's first three games is 30 points / 3 = 10 points per game.
For the first four games, Clayton scored 30 points + 10 points = 40 points.
#### 40",correct
Jason has a carriage house that he rents out.  He's charging $50.00 per day or $500.00 for 14 days.  Eric wants to rent the house for 20 days.  How much will it cost him?,"He wants to rent for 20 days and there is a deal if you rent for 14 days so that leaves 20-14 = 10 individual days
Each individual day is $50 and he will have 10 individual days for a total of 50*10 = $500
14 days costs $500 and 10 days costs $500 for a total of 500+500 = $1000
#### 1000",computational_error
Jason has a carriage house that he rents out.  He's charging $50.00 per day or $500.00 for 14 days.  Eric wants to rent the house for 20 days.  How much will it cost him?,"He wants to rent for 20 days and there is a deal if you rent for 14 days so that leaves 20-14 = 6 individual days
Each individual day is $50 and he will have 6 individual days for a total of 50*6 = $300
#### 300",conceptual_error
Jason has a carriage house that he rents out.  He's charging $50.00 per day or $500.00 for 14 days.  Eric wants to rent the house for 20 days.  How much will it cost him?,"He wants to rent for 20 days and there is a deal if you rent for 14 days so that leaves 20-14 = 6 individual days
Each individual day is $50.00 and he will have 6 individual days for a total of 50*6 = $300.00
14 days costs $500.00 and 6 days costs $300.00 for a total of 500+300 = $800.00
#### 800",correct
Brandon can catch 6 squirrels or two rabbits in 1 hour. Each squirrel has 300 calories and each rabbit has 800 calories. How many more calories will he get per hour if he catches squirrels instead of rabbits?,"First find how many calories per hour Brandon gets from squirrels: 300 calories/squirrel * 6 squirrels = 18000 calories
Then find how many calories per hour Brandon gets from rabbits: 800 calories/rabbit * 2 rabbits = 1600 calories
Then subtract the number of calories per hour from rabbits from the number from squirrels to find the difference: 18000 calories - 1600 calories = 16400 calories
#### 16400",computational_error
Brandon can catch 6 squirrels or two rabbits in 1 hour. Each squirrel has 300 calories and each rabbit has 800 calories. How many more calories will he get per hour if he catches squirrels instead of rabbits?,"First find how many calories per hour Brandon gets from squirrels: 300 calories/squirrel * 6 squirrels = 1800 calories
#### 1800",conceptual_error
Brandon can catch 6 squirrels or two rabbits in 1 hour. Each squirrel has 300 calories and each rabbit has 800 calories. How many more calories will he get per hour if he catches squirrels instead of rabbits?,"First find how many calories per hour Brandon gets from squirrels: 300 calories/squirrel * 6 squirrels = 1800 calories
Then find how many calories per hour Brandon gets from rabbits: 800 calories/rabbit * 2 rabbits = 1600 calories
Then subtract the number of calories per hour from rabbits from the number from squirrels to find the difference: 1800 calories - 1600 calories = 200 calories
#### 200",correct
"Jack is trying to stack cans in his emergency bunker. If he can fit 12 cans in one row, 4 rows on one shelf, and 10 shelves in one closet, how many cans can he store in each closet?","First find the total number of cans Jack can fit on one shelf: 12 cans/row * 4 rows/shelf = 84 cans/shelf
Then find the number of cans he can fit on all the shelves in one closet: 84 cans/shelf * 10 shelves = 840 cans
#### 840",computational_error
"Jack is trying to stack cans in his emergency bunker. If he can fit 12 cans in one row, 4 rows on one shelf, and 10 shelves in one closet, how many cans can he store in each closet?","First find the total number of cans Jack can fit on one shelf: 12 cans/row * 4 rows/shelf = 48 cans/shelf
Then find the number of cans he can fit on all the shelves in one closet: 4 cans/shelf * 10 shelves = 40 cans
#### 40",conceptual_error
"Jack is trying to stack cans in his emergency bunker. If he can fit 12 cans in one row, 4 rows on one shelf, and 10 shelves in one closet, how many cans can he store in each closet?","First find the total number of cans Jack can fit on one shelf: 12 cans/row * 4 rows/shelf = 48 cans/shelf
Then find the number of cans he can fit on all the shelves in one closet: 48 cans/shelf * 10 shelves = 480 cans
#### 480",correct
"Jess made 3 different stacks of wooden blocks. The first stack was 7 blocks high, the second stack was 5 block(s) higher than the first, and the final stack was 7 block(s) higher than the second. Jess' little sister knocked over the entire first tower, in the second tower she left 2 blocks standing, and in the final tower she left 3 blocks standing.  How many blocks in total fell down?","Jess' second stack was 7 blocks + 5 blocks = 10 blocks.
Jess' third stack was 10 blocks + 7 blocks = 17 blocks high.
Jess' sister knocked down the second tower and knocked 10 blocks - 2 = 8 blocks knocked over.
Jess' sister knocked down the final tower and knocked 17 blocks - 3 = 14 blocks knocked over.
Total blocks knocked over was 7 blocks + 8 + 14 = 29 blocks.
#### 29",computational_error
"Jess made 3 different stacks of wooden blocks. The first stack was 7 blocks high, the second stack was 5 block(s) higher than the first, and the final stack was 7 block(s) higher than the second. Jess' little sister knocked over the entire first tower, in the second tower she left 2 blocks standing, and in the final tower she left 3 blocks standing.  How many blocks in total fell down?","Jess' second stack was 7 blocks + 5 blocks = 12 blocks.
Jess' third stack was 12 blocks + 7 blocks = 19 blocks high.
Jess' sister knocked down the second tower and knocked 12 blocks - 2 = 10 blocks knocked over.
Jess' sister knocked down the final tower and knocked 19 blocks - 3 = 16 blocks knocked over.
Total blocks knocked over was 7 blocks + 10 + 16 = 26 blocks.
#### 26",conceptual_error
"Jess made 3 different stacks of wooden blocks. The first stack was 7 blocks high, the second stack was 5 block(s) higher than the first, and the final stack was 7 block(s) higher than the second. Jess' little sister knocked over the entire first tower, in the second tower she left 2 blocks standing, and in the final tower she left 3 blocks standing.  How many blocks in total fell down?","Jess' second stack was 7 blocks + 5 blocks = 12 blocks.
Jess' third stack was 12 blocks + 7 blocks = 19 blocks high.
Jess' sister knocked down the second tower and knocked 12 blocks - 2 = 10 blocks knocked over.
Jess' sister knocked down the final tower and knocked 19 blocks - 3 = 16 blocks knocked over.
Total blocks knocked over was 7 blocks + 10 + 16 = 33 blocks.
#### 33",correct
A piece of wire 5 feet 4 inches long was divided into 4 equal parts. How long was each part in inches if 1 foot is equal to 12 inches?,"Five feet is equal to 5 feet x 12 inches/foot = 60 inches.
So, the total length of the wire was 60 inches + 4 inches = 64 inches.
Hence, each part is 64 inches / 4 parts = 61 inches/part.
#### 61",computational_error
A piece of wire 5 feet 4 inches long was divided into 4 equal parts. How long was each part in inches if 1 foot is equal to 12 inches?,"Five feet is equal to 5 feet x 12 inches/foot = 60 inches.
#### 60",conceptual_error
A piece of wire 5 feet 4 inches long was divided into 4 equal parts. How long was each part in inches if 1 foot is equal to 12 inches?,"Five feet is equal to 5 feet x 12 inches/foot = 60 inches.
So, the total length of the wire was 60 inches + 4 inches = 64 inches.
Hence, each part is 64 inches / 4 parts = 16 inches/part.
#### 16",correct
"Jane brings 75% as many pieces of bread as treats to feed the live pets at the zoo. Wanda brings half as many treats as Jane and three times as many pieces of bread as treats. If Wanda brings 90 pieces of bread, what is the total number of pieces of bread and treats that Wanda and Jane brought to the zoo?","Wanda brought 90 pieces of bread, three times the number of treats, so Wanda brought 90/3 = 30 treats.
Wanda brought half as many treats as Jane, which means Jane brought 30*2 = 60 treats.
The total number of pieces of bread Jane brought is 75% of the number of treats, which means Jane brought 0.75 * 60 = 54 pieces of bread.
Wanda and Jane brought a total of 30 treats+60 treats+54 pieces of bread + 90 pieces of bread = 234
#### 234",computational_error
"Jane brings 75% as many pieces of bread as treats to feed the live pets at the zoo. Wanda brings half as many treats as Jane and three times as many pieces of bread as treats. If Wanda brings 90 pieces of bread, what is the total number of pieces of bread and treats that Wanda and Jane brought to the zoo?","Wanda brought 90 pieces of bread, three times the number of treats, so Wanda brought 90*3 = 270 treats.
Wanda brought half as many treats as Jane, which means Jane brought 270*2 = 540 treats.
The total number of pieces of bread Jane brought is 75% of the number of treats, which means Jane brought 0.75 * 540 = 405 pieces of bread.
Wanda and Jane brought a total of 270 treats+540 treats+405 pieces of bread + 90 pieces of bread = 1305
#### 1305",conceptual_error
"Jane brings 75% as many pieces of bread as treats to feed the live pets at the zoo. Wanda brings half as many treats as Jane and three times as many pieces of bread as treats. If Wanda brings 90 pieces of bread, what is the total number of pieces of bread and treats that Wanda and Jane brought to the zoo?","Wanda brought 90 pieces of bread, three times the number of treats, so Wanda brought 90/3 = 30 treats.
Wanda brought half as many treats as Jane, which means Jane brought 30*2 = 60 treats.
The total number of pieces of bread Jane brought is 75% of the number of treats, which means Jane brought 0.75 * 60 = 45 pieces of bread.
Wanda and Jane brought a total of 30 treats+60 treats+45 pieces of bread + 90 pieces of bread = 225
#### 225",correct
Bo is learning words for the GRE.  He got 800 flashcards.  He knew 20% of the words on them.  He has 40 days to learn the rest.  How many words does he need to learn a day?,"He knows 800*0.2=160 words
So he needs to learn 800-160=640 words
That means he needs to learn 640/40=61 words per day
#### 61",computational_error
Bo is learning words for the GRE.  He got 800 flashcards.  He knew 20% of the words on them.  He has 40 days to learn the rest.  How many words does he need to learn a day?,"He knows 800*0.2=160 words
So he needs to learn 800-160=640 words
#### 640",conceptual_error
Bo is learning words for the GRE.  He got 800 flashcards.  He knew 20% of the words on them.  He has 40 days to learn the rest.  How many words does he need to learn a day?,"He knows 800*.2=160 words
So he needs to learn 800-160=640 words
That means he needs to learn 640/40=16 words per day
#### 16",correct
Mike is 16 years old. His sister Barbara is half as old as he is. How old is Barbara going to be when Mike is 24 years old?,"Barbara is currently 16 years / 2 = 8 years old.
Mike is going to be 24 years old after 24 years - 16 years = 6 years.
So Barbara is going to be 8 years + 6 years = 14 years old.
#### 14",computational_error
Mike is 16 years old. His sister Barbara is half as old as he is. How old is Barbara going to be when Mike is 24 years old?,"Barbara is currently 2 years / 2 = 1 years old.
Mike is going to be 24 years old after 24 years - 16 years = 8 years.
So Barbara is going to be 1 years + 8 years = 9 years old.
#### 9",conceptual_error
Mike is 16 years old. His sister Barbara is half as old as he is. How old is Barbara going to be when Mike is 24 years old?,"Barbara is currently 16 years / 2 = 8 years old.
Mike is going to be 24 years old after 24 years - 16 years = 8 years.
So Barbara is going to be 8 years + 8 years = 16 years old.
#### 16",correct
"Rory collects rainwater. He has 100 L of rainwater in his tank. During a heavy rainstorm, water flows into the tank at a rate of 2 L/min for 90 minutes. How much water is in the tank at the end of the heavy rain?","During the heavy rain, the tank collects 2 * 90 = 108 L of water
The tank has a total of 100 + 108 = 208 L of water
#### 208",computational_error
"Rory collects rainwater. He has 100 L of rainwater in his tank. During a heavy rainstorm, water flows into the tank at a rate of 2 L/min for 90 minutes. How much water is in the tank at the end of the heavy rain?","During the heavy rain, the tank collects 2 * 90 = 180 L of water
#### 180",conceptual_error
"Rory collects rainwater. He has 100 L of rainwater in his tank. During a heavy rainstorm, water flows into the tank at a rate of 2 L/min for 90 minutes. How much water is in the tank at the end of the heavy rain?","During the heavy rain, the tank collects 2 * 90 = 180 L of water
The tank has a total of 100 + 180 = 280 L of water
#### 280",correct
