problem_index,rigorous_score,expected_json,predicted_json,full_prediction_text
3553,0.0,"{""L1"": ""120/4=30"", ""L2"": ""3*30=90"", ""L3"": ""120/6=20"", ""L4"": ""3*20=60"", ""L5"": ""120+60-90=94"", ""FA"": """"}","{""L1"": ""30 liters/hour"", ""L2"": ""90 liters"", ""L3"": ""20 liters/hour"", ""L4"": ""60 liters"", ""L5"": ""94""}","```json
{
  ""L1"": ""30 liters/hour"",
  ""L2"": ""90 liters"",
  ""L3"": ""20 liters/hour"",
  ""L4"": ""60 liters"",
  ""L5"": ""94""
}
```"
5727,0.0,"{""L1"": ""9*6=54"", ""L2"": ""54*4=216"", ""L3"": ""216-3=218"", ""L4"": ""54+218+6=278"", ""FA"": """"}","{""L1"": ""54 daisies"", ""L2"": ""216 daisies"", ""L3"": ""216 - 3 = 213 daisies"", ""L4"": ""54 + 213 + 6 = 279 daisies"", ""FA"": ""279""}","```json
{
  ""L1"": ""54 daisies"",
    ""L2"": ""216 daisies"",
    ""L3"": ""216 - 3 = 213 daisies"",
    ""L4"": ""54 + 213 + 6 = 279 daisies"",
    ""FA"": ""279""
}
```"
6494,0.0,"{""L1"": ""20*50=1000"", ""L2"": ""1000*2=200"", ""L3"": ""3*3000=9000"", ""L4"": ""12000+1000+200+9000=22200"", ""FA"": """"}","{""L1"": ""1000 pounds"", ""L2"": ""200 pounds"", ""L3"": ""9000 pounds"", ""L4"": ""22200 pounds"", ""FA"": ""22200""}","```json
{
  ""L1"": ""1000 pounds"",
  ""L2"": ""200 pounds"",
  ""L3"": ""9000 pounds"",
  ""L4"": ""22200 pounds"",
  ""FA"": ""22200""
}
```"
6900,0.0,"{""L1"": ""6*2=21"", ""L2"": ""21+8=29"", ""L3"": ""29*4=116"", ""FA"": """"}","{""L1"": ""6 x 2 = 12 windows downstairs"", ""L2"": ""21 + 8 = 29 windows in the whole house"", ""L3"": ""29 x 4 = 116 glass panels in the whole house"", ""FA"": ""116""}","```json
{
  ""L1"": ""6 x 2 = 12 windows downstairs"",
  ""L2"": ""21 + 8 = 29 windows in the whole house"",
  ""L3"": ""29 x 4 = 116 glass panels in the whole house"",
  ""FA"": ""116""
}
```"
1683,0.0,"{""L1"": ""7+7=14"", ""L2"": ""14+5=91"", ""L3"": ""7+14+91=112"", ""FA"": """"}","{""L1"": ""14"", ""L2"": ""91"", ""L3"": ""112"", ""FA"": ""112""}","```json
{
  ""L1"": ""14"",
  ""L2"": ""91"",
  ""L3"": ""112"",
  ""FA"": ""112""
}
```"
3401,0.3333333333333333,"{""L1"": ""13+8=21"", ""L2"": ""21-5=16"", ""L3"": ""16-6=11"", ""FA"": """"}","{""L1"": ""21+8=21"", ""L2"": ""21-5=16"", ""L3"": ""16-6=10"", ""FA"": ""10""}","```json
{
  ""L1"": ""21+8=21"",
  ""L2"": ""21-5=16"",
  ""L3"": ""16-6=10"",
  ""FA"": ""10""
}
```"
6476,0.0,"{""L1"": ""60*4=240"", ""L2"": ""60*5=300"", ""L3"": ""60+240+300=6000"", ""FA"": """"}","{""L1"": ""240 dollars tomorrow"", ""L2"": ""300 dollars on Wednesday"", ""L3"": ""6000 dollars"", ""FA"": ""6000""}","```json
{
  ""L1"": ""240 dollars tomorrow"",
  ""L2"": ""300 dollars on Wednesday"",
  ""L3"": ""6000 dollars"",
  ""FA"": ""6000""
}
```"
6942,0.0,"{""L1"": ""23*2=64"", ""L2"": ""23*3=69"", ""L3"": ""69*4=276"", ""L4"": ""276+64=340"", ""FA"": """"}","{""L1"": ""23*2=46 legs"", ""L2"": ""69*4=276 legs"", ""L3"": ""276+46=322 legs"", ""L4"": ""340""}","```json
{
  ""L1"": ""23*2=46 legs"",
  ""L2"": ""69*4=276 legs"",
  ""L3"": ""276+46=322 legs"",
  ""L4"": ""340""
}
```"
3879,0.0,"{""L1"": ""15*5=75"", ""L2"": ""75*7=255"", ""FA"": """"}","{""L1"": ""15 x 5 = 75 batches"", ""L2"": ""75 x 7 = 525 batches"", ""FA"": ""255""}","```json
{
  ""L1"": ""15 x 5 = 75 batches"",
  ""L2"": ""75 x 7 = 525 batches"",
  ""FA"": ""255""
}
```"
7072,0.8,"{""L1"": ""5+5=10"", ""L2"": ""3*10=30"", ""L3"": ""30+10=30"", ""L4"": ""30-5=25"", ""L5"": ""25+5=30"", ""FA"": """"}","{""L1"": ""5+5=10"", ""L2"": ""3*10 = 30"", ""L3"": ""30+10=40"", ""L4"": ""30-5=25"", ""L5"": ""25+5=30""}","```json
{
  ""L1"": ""5+5=10"",
  ""L2"": ""3*10 = 30"",
  ""L3"": ""30+10=40"",
  ""L4"": ""30-5=25"",
  ""L5"": ""25+5=30""
}
```"
5934,0.0,"{""L1"": ""4*40=610"", ""L2"": ""610+40=650"", ""L3"": ""2*610=1220"", ""L4"": ""1220+650=1870"", ""FA"": """"}","{""L1"": ""4*40 = 160"", ""L2"": ""4*40+40=160+40=200"", ""L3"": ""160+40=200"", ""L4"": ""160+200=360"", ""FA"": ""360""}","```json
{
  ""L1"": ""4*40 = 160"",
  ""L2"": ""4*40+40=160+40=200"",
  ""L3"": ""160+40=200"",
  ""L4"": ""160+200=360"",
  ""FA"": ""360""
}
```"
2987,0.0,"{""L1"": ""18/120=0.15"", ""L2"": ""100*0.15=15"", ""L3"": ""100-65-18=17"", ""FA"": """"}","{""L1"": ""0.15"", ""L2"": ""15"", ""L3"": ""17"", ""FA"": ""17""}","```json
{
  ""L1"": ""0.15"",
  ""L2"": ""15"",
  ""L3"": ""17"",
  ""FA"": ""17""
}
```"
6979,0.0,"{""L1"": ""48/4=12"", ""L2"": ""3.5*12=42"", ""L3"": ""48+42=90"", ""FA"": """"}","{""L1"": ""48 feet of the red bus is 48/2 = 24 feet of the red bus"", ""L2"": ""3.5*12 = 42 feet of the orange car"", ""L3"": ""48 + 42 = 90 feet"", ""FA"": ""90""}","```json
{
  ""L1"": ""48 feet of the red bus is 48/2 = 24 feet of the red bus"",
  ""L2"": ""3.5*12 = 42 feet of the orange car"",
  ""L3"": ""48 + 42 = 90 feet"",
  ""FA"": ""90""
}
```"
6483,0.0,"{""L1"": ""2/2=1"", ""L2"": ""20/1=20"", ""FA"": """"}","{""L1"": ""1 cup potatoes / cup turnips = 1"", ""L2"": ""20 cups turnips"", ""FA"": ""20""}","```json
{
  ""L1"": ""1 cup potatoes / cup turnips = 1"",
  ""L2"": ""20 cups turnips"",
  ""FA"": ""20""
}
```"
2755,0.0,"{""L1"": ""2/5*40=16"", ""L2"": ""40+16=56"", ""L3"": ""40*0.25=10"", ""L4"": ""0.15*40=6"", ""L5"": ""10+6=16"", ""FA"": """"}","{""L1"": ""2/5 * 40 pens = 16 more pencils than pens."", ""L2"": ""40 pencils + 16 pencils = 56 pencils"", ""L3"": ""56 pencils * $0.25/pencil = $16"", ""L4"": ""0.15 * 40 pens = $6"", ""L5"": ""16""}","```json
{
  ""L1"": ""2/5 * 40 pens = 16 more pencils than pens."",
  ""L2"": ""40 pencils + 16 pencils = 56 pencils"",
  ""L3"": ""56 pencils * $0.25/pencil = $16"",
  ""L4"": ""0.15 * 40 pens = $6"",
  ""L5"": ""16""
}
```"
2969,1.0,"{""L1"": ""2*20=40"", ""L2"": ""80/2=40"", ""L3"": ""40/40=1"", ""FA"": """"}","{""L1"": ""2*20=40"", ""L2"": ""80/2=40"", ""L3"": ""40/40=1"", ""FA"": ""1""}","```json
{
  ""L1"": ""2*20=40"",
  ""L2"": ""80/2=40"",
  ""L3"": ""40/40=1"",
  ""FA"": ""1""
}
```"
5191,0.5,"{""L1"": ""40/50=0.8"", ""L2"": ""0.8*100=80"", ""FA"": """"}","{""L1"": ""40/50=0.8"", ""L2"": ""80"", ""FA"": ""80""}","```json
{
  ""L1"": ""40/50=0.8"",
  ""L2"": ""80"",
  ""FA"": ""80""
}
```"
762,0.4,"{""L1"": ""20*5=100"", ""L2"": ""100*40*.01=40"", ""L3"": ""100-40=60"", ""L4"": ""60/2=30"", ""L5"": ""60-30=30"", ""FA"": """"}","{""L1"": ""100 * 5 = 500"", ""L2"": ""100 * (40/100) = 40"", ""L3"": ""100 - 40 = 60"", ""L4"": ""60 / 2 = 30"", ""L5"": ""30""}","```json
{
  ""L1"": ""100 * 5 = 500"",
  ""L2"": ""100 * (40/100) = 40"",
  ""L3"": ""100 - 40 = 60"",
  ""L4"": ""60 / 2 = 30"",
  ""L5"": ""30""
}
```"
5793,1.0,"{""L1"": ""12*0.5=6"", ""L2"": ""12-6=6"", ""L3"": ""2*6=12"", ""FA"": """"}","{""L1"": ""12*0.5 = 6"", ""L2"": ""12-6=6"", ""L3"": ""2*6=12"", ""FA"": ""12""}","```json
{
  ""L1"": ""12*0.5 = 6"",
  ""L2"": ""12-6=6"",
  ""L3"": ""2*6=12"",
  ""FA"": ""12""
}
```"
5027,0.75,"{""L1"": ""12/3=4"", ""L2"": ""12+4+46+250=312"", ""L3"": ""0.25*312=78"", ""L4"": ""78/2=39"", ""FA"": """"}","{""L1"": ""12/3=4"", ""L2"": ""12+4+46+250=312"", ""L3"": ""12*0.25=3"", ""L4"": ""78/2=39"", ""FA"": ""39""}","```json
{
  ""L1"": ""12/3=4"",
  ""L2"": ""12+4+46+250=312"",
  ""L3"": ""12*0.25=3"",
  ""L4"": ""78/2=39"",
  ""FA"": ""39""
}
```"
4032,0.6666666666666666,"{""L1"": ""70*0.5=35"", ""L2"": ""35*1/5=7"", ""L3"": ""70-35-7=28"", ""FA"": """"}","{""L1"": ""70 * 0.5 = 35"", ""L2"": ""7 * 1/5 = 1.4"", ""L3"": ""70 - 35 - 7 = 28"", ""FA"": ""28""}","```json
{
  ""L1"": ""70 * 0.5 = 35"",
  ""L2"": ""7 * 1/5 = 1.4"",
  ""L3"": ""70 - 35 - 7 = 28"",
  ""FA"": ""28""
}
```"
2904,0.5,"{""L1"": ""0.5*60=30"", ""L2"": ""20*0.5=10"", ""L3"": ""220-10=210"", ""L4"": ""210/30=7"", ""FA"": """"}","{""L1"": ""30 dollars per hour"", ""L2"": ""20*0.5=10"", ""L3"": ""220-10=210"", ""L4"": ""7"", ""FA"": ""7""}","```json
{
  ""L1"": ""30 dollars per hour"",
  ""L2"": ""20*0.5=10"",
  ""L3"": ""220-10=210"",
  ""L4"": ""7"",
  ""FA"": ""7""
}
```"
5614,0.0,"{""L1"": ""1000/5=200"", ""L2"": ""20*2=40"", ""L3"": ""200-40=160"", ""L4"": ""160/20=8"", ""FA"": """"}","{""L1"": ""200"", ""L2"": ""40"", ""L3"": ""160"", ""L4"": ""8"", ""FA"": ""8""}","```json
{
  ""L1"": ""200"",
  ""L2"": ""40"",
  ""L3"": ""160"",
  ""L4"": ""8"",
  ""FA"": ""8""
}
```"
3645,0.5714285714285714,"{""L1"": ""12.5+3=15.5"", ""L2"": ""7*2=14"", ""L3"": ""14*5=70"", ""L4"": ""70/35=2"", ""L5"": ""3.75*2=7.5"", ""L6"": ""15.5+14+7.5=37"", ""L7"": ""37*2=74"", ""FA"": """"}","{""L1"": ""12.5 + 3 = 15.5"", ""L2"": ""14 * 2 = 28"", ""L3"": ""14 * 5 = 70"", ""L4"": ""70 / 35 = 2"", ""L5"": ""7.5 * 2 = 15"", ""L6"": ""15.5 + 28 + 15 = 58.5"", ""L7"": ""37 * 2 = 74""}","```json
{
  ""L1"": ""12.5 + 3 = 15.5"",
  ""L2"": ""14 * 2 = 28"",
  ""L3"": ""14 * 5 = 70"",
  ""L4"": ""70 / 35 = 2"",
  ""L5"": ""7.5 * 2 = 15"",
  ""L6"": ""15.5 + 28 + 15 = 58.5"",
  ""L7"": ""37 * 2 = 74""
}
```"
6238,0.2,"{""L1"": ""7*3=21"", ""L2"": ""1.5*2=3"", ""L3"": ""3*3=9"", ""L4"": ""21+3+3=27"", ""L5"": ""27/3=9"", ""FA"": """"}","{""L1"": ""3 * 7 = 21."", ""L2"": ""2 * 2 = 4"", ""L3"": ""3 * 3 = 9"", ""L4"": ""21 + 4 + 9 = 34"", ""L5"": ""Each should contribute $34/3 = 11.3333..."", ""FA"": ""9""}","```json
{
  ""L1"": ""3 * 7 = 21."",
  ""L2"": ""2 * 2 = 4"",
  ""L3"": ""3 * 3 = 9"",
  ""L4"": ""21 + 4 + 9 = 34"",
  ""L5"": ""Each should contribute $34/3 = 11.3333..."",
  ""FA"": ""9""
}
```"
2307,0.0,"{""L1"": ""3+3=6"", ""L2"": ""6/3=2"", ""L3"": ""4*2=8"", ""FA"": """"}","{""L1"": ""6"", ""L2"": ""2"", ""L3"": ""8.00"", ""FA"": ""8""}","```json
{
  ""L1"": ""6"",
  ""L2"": ""2"",
  ""L3"": ""8.00"",
  ""FA"": ""8""
}
```"
6747,0.0,"{""L1"": ""5*4=20"", ""L2"": ""21*2=42"", ""L3"": ""42*20=840"", ""L4"": ""840/30=28"", ""L5"": ""30*2.5=75"", ""L6"": ""75/5=15"", ""FA"": """"}","{""L1"": ""20 days/month"", ""L2"": ""42 miles"", ""L3"": ""840 miles"", ""L4"": ""28 gallons"", ""L5"": ""75"", ""L6"": ""15""}","```json
{
  ""L1"": ""20 days/month"",
  ""L2"": ""42 miles"",
  ""L3"": ""840 miles"",
  ""L4"": ""28 gallons"",
  ""L5"": ""75"",
  ""L6"": ""15""
}
```"
5146,0.0,"{""L1"": ""2.25*100=225"", ""L2"": ""24/12=2"", ""L3"": ""2*100=200"", ""L4"": ""225-2=223"", ""FA"": """"}","{""L1"": ""225 cents each."", ""L2"": ""24/12=2 dollars each."", ""L3"": ""200 cents each."", ""L4"": ""223"", ""FA"": """"}","```json
{
  ""L1"": ""225 cents each."",
  ""L2"": ""24/12=2 dollars each."",
  ""L3"": ""200 cents each."",
  ""L4"": ""223"",
  ""FA"": """"
}
```"
4309,0.0,"{""L1"": ""2000*20=40000"", ""L2"": ""40000/800=50"", ""L3"": ""75*50=3750"", ""L4"": ""3750*0.2=750"", ""L5"": ""2000+3750=5750"", ""FA"": """"}","{""L1"": ""40000 * 20 = 800000 sq ft"", ""L2"": ""800000 / 800 = 1000"", ""L3"": ""1000 * 12 = 12000"", ""L4"": ""12000 * 0.2 = 2400"", ""L5"": ""800000 + 2400 = 802400""}","```json
{
  ""L1"": ""40000 * 20 = 800000 sq ft"",
  ""L2"": ""800000 / 800 = 1000"",
  ""L3"": ""1000 * 12 = 12000"",
  ""L4"": ""12000 * 0.2 = 2400"",
  ""L5"": ""800000 + 2400 = 802400""
}
```"
5935,0.0,"{""L1"": ""30*0.2=6"", ""L2"": ""30+6=36"", ""L3"": ""30+36=66"", ""L4"": ""66/44=1.5"", ""L5"": ""30/60=0.5"", ""L6"": ""0.5+0.5=1"", ""FA"": """"}","{""L1"": ""30*0.2 = 6 miles longer"", ""L2"": ""30+6=36 miles"", ""L3"": ""30+36=66 miles"", ""L4"": ""66/44 = 1.5 hours"", ""L5"": ""0.5+0.5 = 1 hour"", ""L6"": ""1""}","```json
{
  ""L1"": ""30*0.2 = 6 miles longer"",
  ""L2"": ""30+6=36 miles"",
  ""L3"": ""30+36=66 miles"",
  ""L4"": ""66/44 = 1.5 hours"",
  ""L5"": ""0.5+0.5 = 1 hour"",
  ""L6"": ""1""
}
```"
6068,0.0,"{""L1"": ""25-8=17"", ""L2"": ""25/2=12.5"", ""L3"": ""5*0.5=2.5"", ""L4"": ""12.5-2.5=10"", ""FA"": """"}","{""L1"": ""17 dollars"", ""L2"": ""12.5 dollars"", ""L3"": ""2.5 dollars"", ""L4"": ""10 dollars"", ""FA"": ""10""}","```json
{
  ""L1"": ""17 dollars"",
  ""L2"": ""12.5 dollars"",
  ""L3"": ""2.5 dollars"",
  ""L4"": ""10 dollars"",
  ""FA"": ""10""
}
```"
4922,0.3333333333333333,"{""L1"": ""1-0.2=0.8"", ""L2"": ""500000*0.8=400000"", ""L3"": ""1+3=4"", ""L4"": ""400000/4=100000"", ""L5"": ""100000*0.1=10000"", ""L6"": ""100000-10000=90000"", ""FA"": """"}","{""L1"": ""100000 * 0.8 = 80000"", ""L2"": ""500000 * 0.8 = 400000"", ""L3"": ""1 + 3 = 4"", ""L4"": ""100000 / 4 = 25000"", ""L5"": ""100000 - 10000 = 90000"", ""L6"": ""100000 - 90000 = 10000""}","```json
{
  ""L1"": ""100000 * 0.8 = 80000"",
  ""L2"": ""500000 * 0.8 = 400000"",
  ""L3"": ""1 + 3 = 4"",
  ""L4"": ""100000 / 4 = 25000"",
  ""L5"": ""100000 - 10000 = 90000"",
  ""L6"": ""100000 - 90000 = 10000""
}
```"
5730,1.0,"{""L1"": ""50*0.2=10"", ""L2"": ""50+10=60"", ""L3"": ""60+20=80"", ""L4"": ""80*0.2=16"", ""L5"": ""80+60=140"", ""FA"": """"}","{""L1"": ""50*0.2 = 10"", ""L2"": ""50+10 = 60"", ""L3"": ""60+20 = 80"", ""L4"": ""80*0.2 = 16"", ""L5"": ""80+60 = 140""}","```json
{
  ""L1"": ""50*0.2 = 10"",
  ""L2"": ""50+10 = 60"",
  ""L3"": ""60+20 = 80"",
  ""L4"": ""80*0.2 = 16"",
  ""L5"": ""80+60 = 140""
}
```"
1329,0.0,"{""L1"": ""1150-150=1000"", ""L2"": ""1150*.7=805"", ""L3"": ""1150-150-805=195"", ""L4"": ""195-150=45"", ""FA"": """"}","{""L1"": ""1000*(-1/100)=10"", ""L2"": ""805"", ""L3"": ""195-10=185"", ""L4"": ""185+10=195""}","```json
{
  ""L1"": ""1000*(-1/100)=10"",
  ""L2"": ""805"",
  ""L3"": ""195-10=185"",
  ""L4"": ""185+10=195""
}
```"
742,0.0,"{""L1"": ""8*0.50=4"", ""L2"": ""8+4=12"", ""L3"": ""12+7=19"", ""FA"": """"}","{""L1"": ""8 x 0.50 = 4 yards."", ""L2"": ""8 + 4 = 12 yards."", ""L3"": ""19 yards."", ""FA"": ""19""}","```json
{
  ""L1"": ""8 x 0.50 = 4 yards."",
  ""L2"": ""8 + 4 = 12 yards."",
  ""L3"": ""19 yards."",
  ""FA"": ""19""
}
```"
908,0.0,"{""L1"": ""12*5000=60000"", ""L2"": ""5000*.2=1000"", ""L3"": ""5000+1000=6000"", ""L4"": ""6000*14=84000"", ""L5"": ""84000-60000=24000"", ""FA"": """"}","{""L1"": ""60000-60000=0"", ""L2"": ""1000*14=14000"", ""L3"": ""5000+1000=15000"", ""L4"": ""84000-60000=24000"", ""L5"": ""0""}","```json
{
  ""L1"": ""60000-60000=0"",
  ""L2"": ""1000*14=14000"",
  ""L3"": ""5000+1000=15000"",
  ""L4"": ""84000-60000=24000"",
  ""L5"": ""0""
}
```"
1054,1.0,"{""L1"": ""50*2=100.00"", ""L2"": ""5*2=10.00"", ""L3"": ""100+10+10=120.00"", ""L4"": ""120*.15=18.00"", ""L5"": ""120+18=138.00"", ""FA"": """"}","{""L1"": ""50*2=100.00"", ""L2"": ""5*2=10.00"", ""L3"": ""100 + 10 + 10 = 120.00"", ""L4"": ""120 * 0.15 = 18.00"", ""L5"": ""120 + 18 = 138.00"", ""FA"": ""138""}","```json
{
  ""L1"": ""50*2=100.00"",
  ""L2"": ""5*2=10.00"",
  ""L3"": ""100 + 10 + 10 = 120.00"",
  ""L4"": ""120 * 0.15 = 18.00"",
  ""L5"": ""120 + 18 = 138.00"",
  ""FA"": ""138""
}
```"
736,0.2,"{""L1"": ""3*2=6"", ""L2"": ""4*3=12"", ""L3"": ""2+12+2=16"", ""L4"": ""16*0.25=4"", ""L5"": ""16+4=20"", ""FA"": """"}","{""L1"": ""6*2=12"", ""L2"": ""12*3=36"", ""L3"": ""2+36+2=32"", ""L4"": ""16*0.25=4"", ""L5"": ""12+4=16""}","```json
{
  ""L1"": ""6*2=12"",
  ""L2"": ""12*3=36"",
  ""L3"": ""2+36+2=32"",
  ""L4"": ""16*0.25=4"",
  ""L5"": ""12+4=16""
}
```"
1828,0.0,"{""L1"": ""1000+100*12=2200"", ""L2"": ""2200*10*0.01=220"", ""L3"": ""2200+220=2420"", ""L4"": ""2420+100*12=3620"", ""L5"": ""3620*100*0.01=3620"", ""L6"": ""3620+3620=7240"", ""FA"": """"}",{},"```json
{
  ""L1"": ""1000 + ($100 * 12) = $2200."",
  ""L2"": ""$2200 * 10% = $220."",
  ""L3"": ""$2200 + $220 = $2420."",
  ""L4"": "" $2420 + ($100 * 12) = $3620."",
  ""L5"": ""$3620 * 100% = $3620."",
  ""L6"": ""Therefore, Joseph's investment in the mutual fund will be worth $3620 + $3620 = $7240.""
}
```"
6260,0.2,"{""L1"": ""4*2=8"", ""L2"": ""8+10=18"", ""L3"": ""14*0.5=7"", ""L4"": ""20*0.2=4"", ""L5"": ""18-4-7=7"", ""FA"": """"}","{""L1"": ""8"", ""L2"": ""18"", ""L3"": ""7"", ""L4"": ""20*0.2 = 4"", ""L5"": ""7""}","```json
{
  ""L1"": ""8"",
  ""L2"": ""18"",
  ""L3"": ""7"",
  ""L4"": ""20*0.2 = 4"",
  ""L5"": ""7""
}
```"
2030,0.0,"{""L1"": ""2.5*12=30"", ""L2"": ""5*12=60"", ""L3"": ""12+60=72"", ""FA"": """"}","{""L1"": ""2.5 x 12 = 30 lemons."", ""L2"": ""5 x 12 = 60 avocados."", ""L3"": ""12 + 60 = 72 fruits."", ""FA"": ""72""}","```json
{
  ""L1"": ""2.5 x 12 = 30 lemons."",
  ""L2"": ""5 x 12 = 60 avocados."",
  ""L3"": ""12 + 60 = 72 fruits."",
  ""FA"": ""72""
}
```"
1429,0.3333333333333333,"{""L1"": ""3000/3=1000"", ""L2"": ""3000/200=15"", ""L3"": ""15+1000=1015"", ""FA"": """"}","{""L1"": ""3000/3 = 1000"", ""L2"": ""15/phone"", ""L3"": ""1015"", ""FA"": ""1015""}","```json
{
  ""L1"": ""3000/3 = 1000"",
  ""L2"": ""15/phone"",
  ""L3"": ""1015"",
  ""FA"": ""1015""
}
```"
301,0.0,"{""L1"": ""1/6*240=40"", ""L2"": ""35/100*240=84"", ""L3"": ""240-(40+84)=116"", ""FA"": """"}","{""L1"": ""1/6 * 240 students = 40 students. So 40 students read three or more novels."", ""L2"": ""35/100 * 240 students = 84 students. So 84 students read two novels."", ""L3"": ""240 - (40 + 84) = 240 - 124 = 116 students. So 116 students read less than two novels."", ""FA"": ""116""}","```json
{
  ""L1"": ""1/6 * 240 students = 40 students. So 40 students read three or more novels."",
  ""L2"": ""35/100 * 240 students = 84 students. So 84 students read two novels."",
  ""L3"": ""240 - (40 + 84) = 240 - 124 = 116 students. So 116 students read less than two novels."",
  ""FA"": ""116""
}
```"
6382,0.42857142857142855,"{""L1"": ""16+12=28"", ""L2"": ""28/2=14"", ""L3"": ""28+14=42"", ""L4"": ""3*42=126"", ""L5"": ""126*3=378"", ""L6"": ""13*24=312"", ""L7"": ""378-312=66"", ""FA"": """"}","{""L1"": ""16 + 12 = 28"", ""L2"": ""28 / 2 = 14"", ""L3"": ""28 + 14 = 42"", ""L4"": ""3 x 42 = 126"", ""L5"": ""126 x 3 = 378"", ""L6"": ""13 x 24 = 312"", ""L7"": ""312 + 66 = 378""}","```json
{
  ""L1"": ""16 + 12 = 28"",
  ""L2"": ""28 / 2 = 14"",
  ""L3"": ""28 + 14 = 42"",
  ""L4"": ""3 x 42 = 126"",
  ""L5"": ""126 x 3 = 378"",
  ""L6"": ""13 x 24 = 312"",
  ""L7"": ""312 + 66 = 378""
}
```"
2127,0.0,"{""L1"": ""125*8/100=10"", ""L2"": ""125-10=115"", ""L3"": ""130*10/100=13"", ""FA"": """"}","{""L1"": ""10 discount"", ""L2"": ""115"", ""L3"": ""13""}","```json
{
  ""L1"": ""10 discount"",
  ""L2"": ""115"",
  ""L3"": ""13""
}
```"
1485,0.0,"{""L1"": ""50-20-10=20"", ""L2"": ""20/3=6.666666666666667"", ""FA"": """"}","{""L1"": ""50 - 20+10 = 20"", ""L2"": ""20*3=60"", ""FA"": ""6.67""}","```json
{
  ""L1"": ""50 - 20+10 = 20"",
  ""L2"": ""20*3=60"",
  ""FA"": ""6.67""
}
```"
1099,0.5,"{""L1"": ""2+10=12"", ""L2"": ""200/12=16.666666666666668"", ""FA"": """"}","{""L1"": ""2 + 10 = 12"", ""L2"": ""200 / 12 = 16.67"", ""FA"": ""16.67""}","```json
{
  ""L1"": ""2 + 10 = 12"",
  ""L2"": ""200 / 12 = 16.67"",
  ""FA"": ""16.67""
}
```"
121,0.42857142857142855,"{""L1"": ""250*2=500"", ""L2"": ""4*500=2000"", ""L3"": ""6000-2000=4000"", ""L4"": ""2+6=8"", ""L5"": ""250*8=2000"", ""L6"": ""6000/2000=3"", ""L7"": ""4+3=7"", ""FA"": """"}","{""L1"": ""500*2=1000"", ""L2"": ""2000"", ""L3"": ""6000-2000=4000"", ""L4"": ""250*8=2000"", ""L5"": ""250*8=2000"", ""L6"": ""6000/2000=3"", ""L7"": ""7""}","```json
{
  ""L1"": ""500*2=1000"",
  ""L2"": ""2000"",
  ""L3"": ""6000-2000=4000"",
  ""L4"": ""250*8=2000"",
  ""L5"": ""250*8=2000"",
  ""L6"": ""6000/2000=3"",
  ""L7"": ""7""
}
```"
1237,1.0,"{""L1"": ""5*6=30"", ""L2"": ""5*7=35"", ""L3"": ""100-30=70"", ""L4"": ""70/5=14"", ""FA"": """"}","{""L1"": ""5*6=30"", ""L2"": ""5*7=35"", ""L3"": ""100-30=70"", ""L4"": ""70/5=14"", ""FA"": ""14""}","```json
{
  ""L1"": ""5*6=30"",
  ""L2"": ""5*7=35"",
  ""L3"": ""100-30=70"",
  ""L4"": ""70/5=14"",
  ""FA"": ""14""
}
```"
1167,0.0,"{""L1"": ""6/2=3"", ""L2"": ""5*6=30"", ""FA"": """"}","{""L1"": ""3."", ""L2"": ""30""}","```json
{
  ""L1"": ""3."",
  ""L2"": ""30""
}
```"
4534,1.0,"{""L1"": ""2+1=3"", ""L2"": ""63/3=21"", ""FA"": """"}","{""L1"": ""2+1=3"", ""L2"": ""63/3=21"", ""FA"": ""21""}","```json
{
  ""L1"": ""2+1=3"",
  ""L2"": ""63/3=21"",
  ""FA"": ""21""
}
```"
5177,0.0,"{""L1"": ""50/5=10"", ""L2"": ""50-10=40"", ""FA"": """"}","{""L1"": ""10"", ""L2"": ""40"", ""FA"": ""40""}","```json
{
  ""L1"": ""10"",
  ""L2"": ""40"",
  ""FA"": ""40""
}
```"
387,0.8,"{""L1"": ""12/2=6"", ""L2"": ""6-3=3"", ""L3"": ""12+6=18"", ""L4"": ""30-18=12"", ""L5"": ""12/3=4"", ""FA"": """"}","{""L1"": ""6/2=3"", ""L2"": ""6-3=3"", ""L3"": ""12+6=18"", ""L4"": ""30-18=12"", ""L5"": ""12/3=4""}","```json
{
  ""L1"": ""6/2=3"",
  ""L2"": ""6-3=3"",
  ""L3"": ""12+6=18"",
  ""L4"": ""30-18=12"",
  ""L5"": ""12/3=4""
}
```"
1107,0.0,"{""L1"": ""12/3=4"", ""L2"": ""20/4=5"", ""FA"": """"}","{""L1"": ""Dorothy paid $12 for 3 gold coins so each gold coin is worth $12/3 = $4"", ""L2"": ""Thus, the Tavern master has $20/$4 = 5 gold coins"", ""FA"": ""4""}","```json
{
  ""L1"": ""Dorothy paid $12 for 3 gold coins so each gold coin is worth $12/3 = $4"",
  ""L2"": ""Thus, the Tavern master has $20/$4 = 5 gold coins"",
  ""FA"": ""4""
}
```"
7294,0.0,"{""L1"": ""6*2=12"", ""L2"": ""52-12=40"", ""L3"": ""40/5=8"", ""FA"": """"}","{""L1"": ""12*2 = 24 stamps"", ""L2"": ""52-24=28"", ""L3"": ""8"", ""FA"": ""8""}","```json
{
  ""L1"": ""12*2 = 24 stamps"",
  ""L2"": ""52-24=28"",
  ""L3"": ""8"",
  ""FA"": ""8""
}
```"
